"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","smblade03",,,,"User:","root"
"Cmdline:","dstat --output=res-OLTP-RO-memory-disk-samsung-8t-wt/mongowt.BP116/thr14/dstat.txt 10",,,,"Date:","31 May 2016 11:18:18 EDT"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw"
7.294,1.683,88.972,1.920,0.0,0.131,25976246.396,66653738.777,0.0,0.0,37.272,11767.305,17942.074,155983.021
22.474,3.335,72.898,0.0,0.0,1.293,2457.600,11878.400,52.200,0.0,0.0,0.0,5509.300,295392.0
22.465,3.333,72.885,0.0,0.0,1.318,2457.600,7782.400,12.0,0.0,0.0,0.0,5598.300,299483.900
22.508,3.294,72.890,0.0,0.0,1.308,1638.400,8192.0,74.400,0.0,0.0,0.0,9673.600,305337.100
22.493,3.316,72.863,0.002,0.0,1.327,4915.200,9420.800,62.400,6.600,0.0,0.0,5718.0,307845.300
22.630,3.134,72.928,0.0,0.0,1.308,1638.400,10649.600,40.200,4.200,0.0,0.0,5739.0,292077.0
22.394,3.243,72.956,0.0,0.0,1.407,1638.400,8192.0,52.200,0.0,0.0,0.0,5694.0,294257.200
22.465,3.270,72.907,0.002,0.0,1.357,0.0,9420.800,46.200,0.0,0.0,0.0,5676.300,292716.500
22.556,3.271,72.856,0.0,0.0,1.316,819.200,9830.400,40.200,0.0,0.0,0.0,8199.800,301445.200
22.540,3.249,72.899,0.0,0.0,1.312,2457.600,9830.400,52.200,0.0,0.0,0.0,5616.0,298350.900
22.644,3.130,72.933,0.0,0.0,1.292,819.200,10649.600,34.200,0.0,0.0,0.0,5535.0,296892.500
22.584,3.128,72.936,0.002,0.0,1.350,819.200,10240.0,36.600,0.0,0.0,0.0,5531.700,296316.600
22.585,3.173,72.903,0.0,0.0,1.340,819.200,11468.800,92.0,0.0,0.0,0.0,6345.300,297986.200
22.652,3.223,72.826,0.0,0.0,1.299,0.0,23756.800,40.200,0.0,0.0,0.0,5604.0,298954.700
22.703,3.154,72.855,0.002,0.0,1.287,819.200,13926.400,52.200,0.0,0.0,0.0,5548.600,302038.800
22.496,3.233,72.917,0.005,0.0,1.348,42598.400,12288.0,40.200,0.0,0.0,0.0,5481.900,302756.0
22.628,3.454,72.652,0.0,0.0,1.266,819.200,11878.400,46.200,0.0,0.0,0.0,11136.700,303284.300
22.552,3.421,72.730,0.002,0.0,1.295,0.0,12288.0,12.0,0.0,0.0,0.0,5570.800,292399.800
22.645,3.299,72.710,0.0,0.0,1.346,2457.600,12288.0,6.0,0.0,0.0,0.0,5649.200,331592.500
22.526,3.504,72.678,0.0,0.0,1.293,0.0,12697.600,18.0,0.0,0.0,0.0,5691.300,333028.800
22.731,3.033,72.896,0.0,0.0,1.340,819.200,12697.600,12.0,0.0,0.0,0.0,6685.700,307469.500
22.634,3.441,72.659,0.0,0.0,1.266,1638.400,12697.600,6.0,0.0,0.0,0.0,8289.200,323732.700
22.660,3.377,72.669,0.0,0.0,1.294,0.0,12697.600,18.0,0.0,0.0,0.0,5550.300,326551.600
22.615,3.218,72.806,0.0,0.0,1.361,819.200,13926.400,11.600,0.0,0.0,0.0,5561.500,317862.700
22.655,3.139,72.897,0.0,0.0,1.309,819.200,14336.0,36.600,0.0,0.0,0.0,5551.500,304294.800
22.517,3.457,72.705,0.0,0.0,1.322,819.200,14336.0,12.0,0.0,0.0,0.0,7664.500,317947.100
22.561,3.237,72.925,0.011,0.0,1.266,31539.200,27852.800,46.400,38.400,0.0,0.0,5512.0,299504.500
22.625,3.246,72.853,0.0,0.0,1.276,409.600,16793.600,18.0,0.0,0.0,0.0,5441.300,308327.100
22.597,3.192,72.916,0.002,0.0,1.293,819.200,28672.0,10.200,6.600,0.0,0.0,5423.300,288954.500
22.480,3.571,72.661,0.0,0.0,1.287,0.0,1228.800,18.0,0.0,0.0,0.0,5761.900,306483.400
