"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","smblade03",,,,"User:","root"
"Cmdline:","dstat --output=res-OLTP-RO-memory-disk-samsung-8t-rocks/mongowt.BP124/thr14/dstat.txt 10",,,,"Date:","02 Jun 2016 23:18:18 EDT"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw"
9.978,2.229,84.891,2.550,0.0,0.352,33066312.116,72298055.470,0.0,0.0,183.538,86182.965,17674.115,207706.675
21.824,2.685,74.347,0.004,0.0,1.140,69632.0,10649.600,824.200,78.600,0.0,0.0,4811.200,230657.300
21.856,2.651,74.369,0.002,0.0,1.122,65536.0,6553.600,830.200,87.0,0.0,0.0,5631.800,232753.500
21.726,2.728,74.339,0.002,0.0,1.206,49971.200,6553.600,876.500,183.700,0.0,0.0,4839.0,230765.600
21.799,2.732,74.341,0.002,0.0,1.126,61849.600,6963.200,812.600,78.600,0.0,0.0,4690.500,232002.500
21.889,2.547,74.415,0.0,0.0,1.149,42598.400,7782.400,818.600,82.800,0.0,0.0,4619.800,232413.300
21.762,2.727,74.355,0.002,0.0,1.154,46284.800,8192.0,847.900,155.900,0.0,0.0,5654.800,231984.400
21.781,2.673,74.387,0.002,0.0,1.158,38502.400,8192.0,819.200,89.100,0.0,0.0,9592.800,232085.900
21.918,2.590,74.356,0.002,0.0,1.134,29081.600,7372.800,812.600,78.600,0.0,0.0,4630.400,231345.900
21.735,2.736,74.346,0.002,0.0,1.181,27033.600,7372.800,872.300,181.300,0.0,0.0,4637.200,231434.0
21.756,2.720,74.366,0.0,0.0,1.157,33996.800,8192.0,822.800,85.200,0.0,0.0,4643.0,232994.600
21.845,2.633,74.361,0.0,0.0,1.161,22118.400,8601.600,812.600,78.600,0.0,0.0,8709.800,227978.800
21.845,2.628,74.382,0.002,0.0,1.143,16793.600,9830.400,865.900,168.400,0.0,0.0,4624.0,231767.400
21.754,2.765,74.323,0.0,0.0,1.158,14745.600,20480.0,824.200,78.600,0.0,0.0,4656.0,234300.500
21.861,2.605,74.401,0.002,0.0,1.132,20889.600,10240.0,824.200,82.800,0.0,0.0,4626.600,232471.700
21.832,2.649,74.352,0.002,0.0,1.165,41779.200,9011.200,800.600,89.100,0.0,0.0,7398.700,232169.200
21.767,2.721,74.355,0.0,0.0,1.157,6553.600,9011.200,889.100,187.900,0.0,0.0,4623.300,231310.600
21.807,2.685,74.367,0.0,0.0,1.141,12697.600,9011.200,830.600,78.600,0.0,0.0,4611.500,230905.500
21.825,2.704,74.350,0.0,0.0,1.120,7372.800,8601.600,847.900,155.900,0.0,0.0,4659.100,231595.0
21.841,2.617,74.363,0.0,0.0,1.179,9011.200,9830.400,818.600,82.800,0.0,0.0,4633.500,230714.600
21.909,2.655,74.341,0.0,0.0,1.094,7782.400,9420.800,800.600,78.600,0.0,0.0,5647.900,230032.200
21.784,2.763,74.323,0.002,0.0,1.128,8601.600,9420.800,812.600,82.800,0.0,0.0,4643.800,231776.300
21.810,2.711,74.325,0.0,0.0,1.154,2457.600,9420.800,883.100,194.200,0.0,0.0,4654.100,232939.200
21.712,2.775,74.308,0.0,0.0,1.205,8192.0,9420.800,818.600,82.800,0.0,0.0,4663.400,232798.800
21.880,2.618,74.393,0.0,0.0,1.109,9011.200,9420.800,847.900,155.900,0.0,0.0,10523.900,231058.800
21.842,2.700,74.340,0.002,0.0,1.116,4915.200,12697.600,824.200,78.600,0.0,0.0,4639.100,232704.200
21.821,2.627,74.389,0.0,0.0,1.163,5324.800,14745.600,824.200,82.800,0.0,0.0,4637.700,232963.500
21.925,2.547,74.367,0.0,0.0,1.161,5734.400,14745.600,806.600,82.800,0.0,0.0,4608.200,231613.500
21.802,2.710,74.361,0.0,0.0,1.127,3276.800,11059.200,876.500,183.700,0.0,0.0,8215.900,229883.200
21.837,2.668,74.371,0.0,0.0,1.123,2048.0,11878.400,806.600,78.600,0.0,0.0,4621.600,232275.200
