"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","smblade03",,,,"User:","root"
"Cmdline:","dstat --output=res-OLTP-RO-memory-disk-samsung-8t-wt/mongowt.BP76/thr84/dstat.txt 10",,,,"Date:","31 May 2016 07:56:20 EDT"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw"
6.372,1.511,90.146,1.885,0.0,0.086,25613662.834,68279788.756,0.0,0.0,38.143,12055.176,17596.987,143742.126
60.548,11.973,25.008,0.0,0.0,2.471,23347.200,13107.200,105.0,1566.400,0.0,0.0,50092.0,868770.400
61.468,12.007,24.065,0.002,0.0,2.459,30310.400,11059.200,31.200,36.400,0.0,0.0,45769.400,872426.100
61.537,12.178,23.782,0.002,0.0,2.501,35225.600,17612.800,18.600,24.600,0.0,0.0,46481.600,874916.300
61.313,12.086,24.150,0.0,0.0,2.452,11468.800,11468.800,12.600,24.600,0.0,0.0,49535.600,874142.500
61.547,12.151,23.817,0.0,0.0,2.484,12697.600,20070.400,24.600,24.600,0.0,0.0,46746.300,873558.500
61.261,11.860,24.396,0.0,0.0,2.482,15974.400,14336.0,12.600,24.600,0.0,0.0,46177.0,873017.100
61.566,12.014,23.962,0.0,0.0,2.459,12288.0,11878.400,18.600,24.600,0.0,0.0,46252.900,880298.400
61.421,12.142,23.945,0.0,0.0,2.491,8601.600,12697.600,42.0,54.800,0.0,0.0,48008.200,875481.100
61.561,11.871,24.004,0.0,0.0,2.564,4915.200,13107.200,18.600,24.600,0.0,0.0,46061.600,873733.300
61.386,12.081,23.989,0.0,0.0,2.543,6553.600,12697.600,12.600,24.600,0.0,0.0,45005.300,873743.200
61.134,12.060,24.359,0.002,0.0,2.446,8601.600,12697.600,64.400,24.600,0.0,0.0,45632.700,879501.900
61.052,11.885,24.688,0.0,0.0,2.375,1638.400,13107.200,58.400,24.600,0.0,0.0,45191.100,874248.800
61.067,11.926,24.536,0.0,0.0,2.471,3686.400,16793.600,52.800,24.600,0.0,0.0,46335.200,873255.200
61.233,12.027,24.299,0.0,0.0,2.441,1228.800,13926.400,81.0,24.600,0.0,0.0,45503.800,874274.600
60.958,12.151,24.442,0.0,0.0,2.449,4915.200,14336.0,93.0,24.600,0.0,0.0,45612.700,872919.300
61.104,12.051,24.489,0.0,0.0,2.356,0.0,16384.0,52.800,24.600,0.0,0.0,45773.900,877576.900
61.163,12.080,24.276,0.0,0.0,2.481,0.0,14336.0,46.800,24.600,0.0,0.0,49007.100,874269.300
60.896,12.041,24.553,0.0,0.0,2.510,3686.400,23756.800,58.800,24.600,0.0,0.0,45411.500,879614.500
60.871,11.997,24.663,0.0,0.0,2.469,0.0,16793.600,46.800,24.600,0.0,0.0,45438.600,875012.100
61.005,11.879,24.676,0.0,0.0,2.439,0.0,9830.400,87.0,24.600,0.0,0.0,45756.0,875476.200
61.101,11.810,24.661,0.0,0.0,2.428,0.0,8601.600,59.400,36.400,0.0,0.0,49005.0,879115.400
60.509,11.853,25.212,0.0,0.0,2.427,0.0,9420.800,46.800,24.600,0.0,0.0,45527.600,872351.500
61.106,11.974,24.460,0.0,0.0,2.460,0.0,9420.800,36.200,24.600,0.0,0.0,45950.200,876182.600
60.470,11.926,25.197,0.002,0.0,2.405,0.0,9011.200,92.600,24.600,0.0,0.0,45044.500,865589.600
61.048,11.870,24.646,0.0,0.0,2.435,0.0,9420.800,52.800,24.600,0.0,0.0,45097.700,876932.0
61.428,11.880,24.307,0.0,0.0,2.384,0.0,11468.800,59.400,36.400,0.0,0.0,47323.0,872185.0
60.711,11.945,24.881,0.0,0.0,2.463,0.0,10240.0,12.600,24.600,0.0,0.0,44234.500,865443.200
61.108,11.936,24.501,0.0,0.0,2.456,0.0,10649.600,58.800,24.600,0.0,0.0,44879.100,868302.100
61.070,11.907,24.557,0.0,0.0,2.466,0.0,11059.200,52.800,24.600,0.0,0.0,44595.300,868497.300
61.018,11.977,24.526,0.0,0.0,2.479,0.0,11059.200,19.600,24.600,0.0,0.0,45735.0,867814.600
