"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","smblade03",,,,"User:","root"
"Cmdline:","dstat --output=res-OLTP-RO-memory-disk-samsung-8t-rocks/mongowt.BP12/thr140/dstat.txt 10",,,,"Date:","02 Jun 2016 13:36:07 EDT"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw"
8.575,2.024,87.257,1.845,0.0,0.300,24028485.745,75954124.681,0.0,0.0,189.541,90555.176,15613.106,193660.557
14.986,2.884,25.655,55.942,0.0,0.533,458594304.0,10240.0,162.800,2666.200,0.0,0.0,53784.700,225001.800
14.983,2.831,26.712,54.862,0.0,0.611,459997184.0,8192.0,18.600,24.600,0.0,0.0,53726.600,225101.600
14.906,2.744,26.448,55.351,0.0,0.552,459967283.200,9011.200,30.200,24.600,0.0,0.0,53603.200,224785.800
15.185,2.833,25.738,55.658,0.0,0.587,460030771.200,9011.200,12.600,24.600,0.0,0.0,57592.500,224731.0
14.950,2.788,26.457,55.240,0.0,0.565,459999232.0,14745.600,24.600,24.600,0.0,0.0,53688.500,224761.900
14.999,2.836,26.474,55.129,0.0,0.563,459995136.0,11468.800,28.800,31.200,0.0,0.0,53589.700,224954.100
14.887,2.919,25.456,56.148,0.0,0.590,460064768.0,12697.600,6.600,24.600,0.0,0.0,53489.900,224702.0
15.019,2.797,24.618,56.973,0.0,0.592,460045516.800,9011.200,24.600,24.600,0.0,0.0,56209.0,224613.300
14.929,2.835,24.967,56.682,0.0,0.587,459941068.800,9420.800,12.600,24.600,0.0,0.0,53464.700,224378.0
14.942,2.865,25.037,56.576,0.0,0.580,460036915.200,9830.400,12.600,28.800,0.0,0.0,53305.700,224474.600
14.924,2.841,25.008,56.645,0.0,0.582,460068044.800,9830.400,18.600,24.600,0.0,0.0,53407.0,224257.200
14.890,2.803,25.057,56.686,0.0,0.564,459765350.400,9830.400,22.800,31.200,0.0,0.0,54196.800,224734.700
14.984,2.796,24.980,56.671,0.0,0.569,459921817.600,13107.200,36.200,24.600,0.0,0.0,53839.0,224379.400
15.057,2.808,24.795,56.759,0.0,0.581,459977523.200,10240.0,12.600,24.600,0.0,0.0,53397.600,224682.600
15.053,2.876,24.950,56.548,0.0,0.573,460150784.0,11059.200,30.200,24.600,0.0,0.0,53216.900,224690.500
15.014,2.856,24.988,56.570,0.0,0.572,459915673.600,5324.800,18.600,24.600,0.0,0.0,53355.400,224344.500
15.032,2.837,25.022,56.515,0.0,0.595,460161433.600,7372.800,6.600,24.600,0.0,0.0,53903.800,224336.700
14.975,2.795,25.215,56.441,0.0,0.575,459874304.0,10240.0,24.600,24.600,0.0,0.0,53283.0,224636.100
15.090,2.810,24.808,56.740,0.0,0.552,460116377.600,6553.600,28.800,31.200,0.0,0.0,53323.600,224645.500
14.908,2.853,25.089,56.537,0.0,0.612,460038963.200,15155.200,12.600,24.600,0.0,0.0,53501.300,224598.800
15.029,2.779,24.880,56.729,0.0,0.583,460046745.600,7372.800,24.600,24.600,0.0,0.0,57162.300,224662.300
15.039,2.859,25.032,56.457,0.0,0.613,460016844.800,7782.400,6.600,24.600,0.0,0.0,53486.0,224753.600
14.953,2.846,25.254,56.369,0.0,0.578,460077875.200,8601.600,24.600,24.600,0.0,0.0,53300.700,224494.300
14.979,2.820,25.066,56.544,0.0,0.592,460058624.0,8192.0,18.600,24.600,0.0,0.0,53346.100,224647.400
15.016,2.876,24.871,56.685,0.0,0.552,460013977.600,8192.0,34.400,31.200,0.0,0.0,55871.500,224376.500
15.053,2.833,25.067,56.491,0.0,0.556,459941888.0,9420.800,24.600,24.600,0.0,0.0,53462.900,224566.600
15.022,2.784,24.886,56.706,0.0,0.603,460056166.400,8192.0,18.200,24.600,0.0,0.0,53321.900,224519.0
15.161,2.763,25.010,56.474,0.0,0.591,460019712.0,8601.600,18.600,24.600,0.0,0.0,53578.400,224724.800
15.153,2.670,24.819,56.773,0.0,0.585,460129894.400,8601.600,24.600,24.600,0.0,0.0,53310.200,224534.800
14.939,2.815,24.749,56.916,0.0,0.582,459882086.400,8192.0,6.600,24.600,0.0,0.0,54534.400,224305.300
