"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","smblade03",,,,"User:","root"
"Cmdline:","dstat --output=res-OLTP-RO-memory-disk-samsung-8t-rocks/mongowt.BP4/thr112/dstat.txt 10",,,,"Date:","02 Jun 2016 12:47:25 EDT"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw"
8.559,2.023,87.432,1.687,0.0,0.299,22374661.506,76277042.841,0.0,0.0,188.963,90941.029,15480.701,193693.227
11.800,2.482,27.987,57.285,0.0,0.446,458936729.600,9830.400,216.600,2157.400,0.0,0.0,52844.700,200350.900
11.860,2.546,28.515,56.687,0.0,0.392,460074598.400,7372.800,18.600,24.600,0.0,0.0,52972.600,200195.100
11.865,2.457,29.138,56.091,0.0,0.449,460024627.200,7782.400,18.600,24.600,0.0,0.0,53059.500,200253.200
11.872,2.373,29.263,56.049,0.0,0.443,459517542.400,7782.400,12.600,24.600,0.0,0.0,55895.100,200037.700
11.888,2.410,28.538,56.731,0.0,0.433,460466585.600,8601.600,24.600,24.600,0.0,0.0,52900.500,200192.300
11.917,2.495,27.800,57.357,0.0,0.431,459693260.800,11468.800,34.400,31.200,0.0,0.0,52945.600,199838.0
11.876,2.490,28.122,57.073,0.0,0.438,460355993.600,8601.600,45.0,49.200,0.0,0.0,52883.0,200402.100
11.851,2.464,28.602,56.647,0.0,0.435,459920998.400,7782.400,25.600,24.600,0.0,0.0,54625.400,200096.400
11.966,2.536,28.540,56.528,0.0,0.431,460090163.200,8192.0,12.600,24.600,0.0,0.0,52801.700,200457.400
11.853,2.529,28.406,56.778,0.0,0.435,459983257.600,8601.600,31.600,24.600,0.0,0.0,52922.800,200223.800
11.818,2.407,28.685,56.616,0.0,0.473,459990630.400,9420.800,12.600,24.600,0.0,0.0,52903.400,199994.500
11.919,2.423,28.643,56.568,0.0,0.447,460035686.400,9420.800,22.800,35.400,0.0,0.0,52833.900,200391.600
11.964,2.467,28.384,56.740,0.0,0.445,460012748.800,22937.600,18.600,24.600,0.0,0.0,53562.500,200348.600
11.952,2.428,28.363,56.817,0.0,0.440,460053708.800,8601.600,18.600,24.600,0.0,0.0,52972.900,200230.200
11.900,2.447,28.644,56.560,0.0,0.449,460018073.600,9420.800,18.600,24.600,0.0,0.0,52855.700,200221.800
11.831,2.535,28.604,56.599,0.0,0.431,460028313.600,9420.800,18.600,24.600,0.0,0.0,52858.500,200022.600
11.908,2.442,28.636,56.596,0.0,0.419,460029542.400,9830.400,12.600,24.600,0.0,0.0,56651.500,199764.200
11.883,2.558,28.528,56.606,0.0,0.425,460155699.200,10649.600,64.400,31.200,0.0,0.0,52752.100,200377.500
11.930,2.471,28.376,56.796,0.0,0.427,460097536.0,10240.0,24.200,24.600,0.0,0.0,52944.400,200177.300
11.886,2.430,28.643,56.598,0.0,0.444,459762892.800,9830.400,18.600,24.600,0.0,0.0,52840.400,199990.200
11.837,2.395,28.757,56.557,0.0,0.453,460060672.0,10240.0,18.600,24.600,0.0,0.0,55698.200,199950.900
11.847,2.488,28.373,56.824,0.0,0.467,460038553.600,9420.800,12.600,24.600,0.0,0.0,52705.500,200100.400
11.864,2.508,27.971,57.202,0.0,0.455,459703091.200,11059.200,24.600,24.600,0.0,0.0,52598.500,199803.900
11.915,2.438,28.641,56.523,0.0,0.483,460318310.400,5324.800,22.800,31.200,0.0,0.0,52876.600,200095.500
11.830,2.453,29.086,56.180,0.0,0.451,459940249.600,7372.800,18.600,24.600,0.0,0.0,54567.0,200394.900
11.862,2.390,29.224,56.074,0.0,0.449,460040601.600,17612.800,18.600,49.200,0.0,0.0,53086.600,200040.800
11.898,2.432,29.186,56.053,0.0,0.431,459959910.400,7782.400,12.600,24.600,0.0,0.0,52974.300,200182.600
11.957,2.437,29.231,55.930,0.0,0.445,459926323.200,7372.800,24.600,24.600,0.0,0.0,52944.700,200206.300
11.874,2.461,28.359,56.869,0.0,0.437,459962368.0,7782.400,18.600,24.600,0.0,0.0,53022.800,200117.900
11.929,2.454,28.193,57.007,0.0,0.417,460000870.400,7372.800,34.400,31.200,0.0,0.0,53392.900,199963.600
