"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","smblade03",,,,"User:","root"
"Cmdline:","dstat --output=res-OLTP-RO-memory-disk-samsung-8t-wt/mongowt.BP36/thr14/dstat.txt 10",,,,"Date:","31 May 2016 04:01:52 EDT"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw"
5.416,1.332,91.691,1.518,0.0,0.043,19929535.429,70270682.612,0.0,0.0,39.257,12407.528,16290.861,132749.146
16.245,2.779,74.698,5.620,0.0,0.658,336459366.400,19251.200,51.0,24.600,0.0,0.0,35138.900,187419.900
16.110,2.767,74.444,5.981,0.0,0.697,338631884.800,5734.400,24.200,24.600,0.0,0.0,39283.300,188767.100
16.350,2.749,74.472,5.767,0.0,0.663,336516300.800,11878.400,40.400,31.200,0.0,0.0,34743.500,189304.900
16.306,2.641,74.304,6.064,0.0,0.685,338321408.0,9420.800,24.600,24.600,0.0,0.0,36340.900,190522.900
16.475,2.672,74.472,5.676,0.0,0.705,335682355.200,10649.600,12.600,24.600,0.0,0.0,34700.800,189038.300
16.515,2.713,74.750,5.308,0.0,0.715,333656473.600,9420.800,18.600,24.600,0.0,0.0,35528.900,188738.900
16.298,2.620,74.638,5.720,0.0,0.724,338189516.800,9830.400,21.600,33.600,0.0,0.0,36649.600,192036.100
16.369,2.760,74.700,5.481,0.0,0.690,334608793.600,10240.0,18.600,24.600,0.0,0.0,34367.100,191211.200
16.212,2.712,74.365,6.044,0.0,0.667,336296345.600,10240.0,30.600,24.600,0.0,0.0,37447.100,193035.500
16.319,2.740,74.391,5.821,0.0,0.729,335081472.0,18432.0,12.600,24.600,0.0,0.0,36792.100,192435.300
16.563,2.689,74.484,5.574,0.0,0.690,331877580.800,10240.0,18.600,24.600,0.0,0.0,36907.600,190639.300
16.341,2.683,74.447,5.846,0.0,0.683,334443315.200,9420.800,12.600,24.600,0.0,0.0,37368.800,192656.300
16.396,2.751,74.615,5.537,0.0,0.701,331537203.200,13926.400,12.0,24.600,0.0,0.0,34745.500,191508.800
16.382,2.635,74.641,5.640,0.0,0.703,333144473.600,11468.800,42.800,24.600,0.0,0.0,36306.700,193141.800
16.372,2.691,74.682,5.568,0.0,0.687,332792627.200,11468.800,24.200,24.600,0.0,0.0,36389.700,193379.800
16.608,2.775,74.609,5.293,0.0,0.715,329456435.200,14745.600,18.600,24.600,0.0,0.0,32704.900,191236.200
16.400,2.716,74.353,5.791,0.0,0.740,331734630.400,11468.800,18.600,24.600,0.0,0.0,36955.900,193227.900
16.400,2.648,74.333,5.921,0.0,0.699,333352960.0,12288.0,12.600,24.600,0.0,0.0,38374.700,194782.200
16.274,2.752,74.411,5.858,0.0,0.704,334615756.800,12288.0,24.600,24.600,0.0,0.0,43302.0,195651.100
16.579,2.649,74.507,5.545,0.0,0.720,330943283.200,15564.800,12.600,24.600,0.0,0.0,36389.700,193362.600
16.294,2.649,74.375,5.966,0.0,0.716,333172736.0,12288.0,18.600,24.600,0.0,0.0,38541.900,194778.500
16.547,2.718,74.105,5.937,0.0,0.693,330434560.0,11878.400,24.600,24.600,0.0,0.0,37327.200,193271.900
16.327,2.800,74.296,5.905,0.0,0.672,332367462.400,22937.600,12.600,24.600,0.0,0.0,37857.500,193289.900
16.365,2.797,74.498,5.640,0.0,0.701,330481664.0,12697.600,12.0,24.600,0.0,0.0,40220.100,193907.100
16.343,2.647,74.571,5.759,0.0,0.680,332799180.800,14336.0,19.200,24.600,0.0,0.0,38812.400,194689.700
16.347,2.781,74.638,5.511,0.0,0.723,330430054.400,15974.400,98.600,24.600,0.0,0.0,38109.200,193586.200
16.499,2.778,74.607,5.409,0.0,0.706,329670246.400,14745.600,36.200,24.600,0.0,0.0,36499.300,192502.0
16.561,2.704,74.969,5.066,0.0,0.699,328161689.600,19251.200,46.800,24.600,0.0,0.0,36072.400,192427.800
16.583,2.716,74.908,5.109,0.0,0.683,327203635.200,14336.0,52.800,24.600,0.0,0.0,34610.500,191699.100
