"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","smblade03",,,,"User:","root"
"Cmdline:","dstat --output=res-OLTP-RO-memory-disk-samsung-8t-wt/mongowt.BP20/thr14/dstat.txt 10",,,,"Date:","31 May 2016 02:35:29 EDT"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw"
5.306,1.313,92.234,1.110,0.0,0.037,15461016.790,71033148.963,0.0,0.0,39.685,12542.586,15992.510,131891.023
10.891,2.048,75.534,11.081,0.0,0.447,404328038.400,16793.600,24.600,24.600,0.0,0.0,37573.600,133039.700
11.013,2.007,75.789,10.763,0.0,0.428,403081625.600,8192.0,18.600,24.600,0.0,0.0,35689.300,132644.700
10.821,1.986,75.531,11.213,0.0,0.449,404515225.600,16384.0,18.600,24.600,0.0,0.0,37467.300,132707.100
10.905,2.015,76.551,10.075,0.0,0.455,403624345.600,9011.200,18.200,24.600,0.0,0.0,36349.400,132707.100
10.995,1.977,76.430,10.142,0.0,0.456,403362201.600,8601.600,30.200,24.600,0.0,0.0,37103.0,132570.500
10.978,1.983,75.808,10.797,0.0,0.434,403684147.200,8601.600,18.600,24.600,0.0,0.0,36903.600,133122.400
11.058,2.064,76.264,10.135,0.0,0.480,402585600.0,9420.800,24.600,24.600,0.0,0.0,34613.0,132934.700
10.876,2.015,75.942,10.723,0.0,0.444,403722240.0,9420.800,6.600,24.600,0.0,0.0,36868.600,133018.900
11.048,1.956,76.144,10.415,0.0,0.437,402786304.0,10240.0,24.600,24.600,0.0,0.0,35252.0,133058.600
10.964,1.947,75.499,11.169,0.0,0.422,404085145.600,11468.800,12.600,24.600,0.0,0.0,37243.800,133048.100
10.859,2.047,76.038,10.627,0.0,0.428,402796953.600,9830.400,18.600,24.600,0.0,0.0,35438.300,132879.300
10.926,2.057,75.852,10.721,0.0,0.445,403202048.0,10649.600,12.600,24.600,0.0,0.0,36667.0,133219.600
11.034,1.958,76.292,10.273,0.0,0.443,403482214.400,14336.0,6.600,24.600,0.0,0.0,36941.800,133355.0
10.927,1.972,76.020,10.599,0.0,0.483,403281510.400,11059.200,30.600,24.600,0.0,0.0,38662.200,133146.0
10.834,1.997,75.959,10.780,0.0,0.430,403272908.800,16384.0,12.600,24.600,0.0,0.0,36918.300,133491.800
10.793,1.935,76.700,10.135,0.0,0.437,403691929.600,13926.400,120.800,24.600,0.0,0.0,36486.300,133290.700
11.035,2.042,77.167,9.311,0.0,0.445,402058444.800,11468.800,36.200,24.600,0.0,0.0,33942.300,132644.900
10.905,2.026,76.343,10.275,0.0,0.451,402931712.0,12288.0,46.800,24.600,0.0,0.0,38978.700,133188.100
10.955,1.929,76.486,10.190,0.0,0.440,402646220.800,11878.400,87.0,24.600,0.0,0.0,37727.300,133224.100
10.732,1.940,77.290,9.580,0.0,0.458,403118489.600,12288.0,93.0,24.600,0.0,0.0,36713.800,132697.200
10.896,2.015,76.927,9.728,0.0,0.435,402020761.600,13107.200,40.800,24.600,0.0,0.0,35936.500,132391.400
11.006,1.982,76.645,9.936,0.0,0.431,402266521.600,12697.600,24.600,24.600,0.0,0.0,35994.500,132514.400
11.048,1.952,76.535,10.073,0.0,0.391,402724864.0,13516.800,63.0,31.200,0.0,0.0,36452.200,132830.800
10.827,2.010,76.577,10.138,0.0,0.447,402911232.0,13926.400,12.600,24.600,0.0,0.0,37201.100,132850.600
10.715,2.062,77.279,9.487,0.0,0.457,402604851.200,13107.200,127.200,24.600,0.0,0.0,35249.900,132722.400
10.949,2.025,76.467,10.091,0.0,0.468,402453708.800,14336.0,12.600,24.600,0.0,0.0,36576.300,132772.500
10.903,1.930,76.656,10.056,0.0,0.455,402957516.800,13926.400,52.800,24.600,0.0,0.0,37925.700,132995.300
11.001,1.946,76.557,10.069,0.0,0.427,402769920.0,21299.200,64.400,24.600,0.0,0.0,37108.100,133134.600
10.877,1.973,76.096,10.600,0.0,0.453,402237030.400,15155.200,58.400,24.600,0.0,0.0,38141.500,133225.600
