procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  1 2741112 369588 4932748 13829640   14   32  1301  2429    0    1 13  4 79  4  0
15  2 2737480 335076 4937608 13764412 2840    0 197688 86507 123231 530708 16  5 76  3  0
22  7 2734136 331484 4939248 13681488 2720    0 185396 110862 189535 476701 15  7 75  4  0
10  2 2731096 329216 4942668 13616056 2488    0 173956 112421 109629 483057 15  6 75  4  0
18  1 2728040 360400 4944732 13551424 2560    0 173476 84487 171800 498490 16  8 73  3  0
13  1 2724788 335524 4946280 13470476 2760    0 180248 92886 203477 570956 18  8 70  4  0
 0  4 2721812 336132 4943308 13418156 2684    0 170516 84564 219327 546093 18  8 70  3  0
26  0 2718860 358648 4881204 13405716 2776   36 167732 89438 149831 520639 17  6 74  3  0
 0  2 2715996 329872 4818128 13412120 2648    0 163640 96863 235881 560325 17  8 71  3  0
25  1 2713332 327828 4758272 13404652 2540    0 156644 91824 208891 559474 17  8 72  3  0
25  1 2710896 363856 4697396 13403372 2288   32 141720 93037 189065 560303 18  9 70  3  0
 1  1 2708320 324840 4653328 13388684 2572    0 154936 94178 203151 550097 18  7 72  3  0
18  2 2705776 335536 4600780 13377684 2568    0 158124 95991 146518 622925 20  7 69  3  0
24  4 2772772 348732 4543628 13378840 2520 69332 140820 180035 534681 605987 20  8 67  4  0
25  1 2807732 337264 4480004 13381492 2664 37508 150500 110078 515842 712569 24  8 65  3  0
 2  3 3096064 334952 4338596 13441984 2512 290436 123468 422427 1872178 573904 21  7 69  3  0
34  2 3094844 340576 4340372 13385476 1356    0 67648 46737 91465 324294 10  5 77  8  0
37  1 3092280 339328 4274008 13385496 2692    0 148812 100016 189561 759506 25  9 62  3  0
20  5 3089840 361612 4225236 13384696 2536    0 137244 94676 177336 732096 24  9 65  3  0
27  3 3087436 332860 4168196 13371672 2504    0 136208 104956 199296 737651 24  7 66  3  0
14  0 3085596 341924 4131788 13368564 2224   32 113296 95334 221966 701004 24  8 66  2  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  1 3083560 329740 4094432 13365308 2352    0 118176 90372 198811 675830 22  9 67  2  0
 0  2 3081456 331612 4049612 13355080 2476    0 124500 103140 255939 756387 26 11 61  2  0
12  1 3079056 355524 4003700 13355908 2908    0 130320 97737 275152 850306 28 10 59  2  0
