"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","smblade03",,,,"User:","root"
"Cmdline:","dstat --output=res-OLTP-RO-memory-disk-samsung-8t-wt/mongowt.BP4/thr28/dstat.txt 10",,,,"Date:","31 May 2016 01:14:36 EDT"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw"
5.257,1.305,92.715,0.689,0.0,0.034,11079212.685,71762741.060,0.0,0.0,39.998,12671.750,15761.744,131658.373
8.328,1.792,65.364,24.197,0.0,0.320,471687577.600,9420.800,220.800,31.200,0.0,0.0,41741.800,116731.600
8.416,1.748,66.323,23.187,0.0,0.325,470987571.200,8601.600,18.600,24.600,0.0,0.0,39458.700,116190.600
8.508,1.748,65.971,23.459,0.0,0.315,471189094.400,11059.200,24.600,24.600,0.0,0.0,38830.0,116220.800
8.585,1.733,65.984,23.369,0.0,0.329,471298048.0,11468.800,12.600,24.600,0.0,0.0,39187.800,116094.700
8.463,1.806,66.066,23.347,0.0,0.318,470908108.800,8601.600,18.600,24.600,0.0,0.0,39864.700,116390.900
8.367,1.851,66.215,23.245,0.0,0.322,471113728.0,10649.600,24.600,24.600,0.0,0.0,39483.500,116246.900
8.533,1.763,66.382,23.013,0.0,0.309,471049830.400,9420.800,16.800,31.200,0.0,0.0,39704.700,116105.400
8.502,1.758,66.425,23.007,0.0,0.309,471002316.800,9830.400,24.600,24.600,0.0,0.0,39039.0,116242.0
8.485,1.757,66.361,23.079,0.0,0.318,471097753.600,18432.0,24.200,24.600,0.0,0.0,42060.300,116347.800
8.332,1.821,66.562,22.971,0.0,0.315,471073177.600,10240.0,30.200,24.600,0.0,0.0,39281.100,116272.700
8.446,1.748,66.696,22.815,0.0,0.295,470991257.600,9830.400,24.600,24.600,0.0,0.0,39087.0,116285.700
8.475,1.672,66.575,22.991,0.0,0.288,471110451.200,9420.800,6.600,24.600,0.0,0.0,39574.0,116209.500
8.473,1.774,66.445,23.008,0.0,0.300,471044915.200,13926.400,34.800,31.200,0.0,0.0,39539.400,116285.500
8.367,1.846,66.423,23.073,0.0,0.291,471015833.600,10649.600,12.600,24.600,0.0,0.0,40018.900,116186.300
8.608,1.783,66.133,23.181,0.0,0.294,471028531.200,14336.0,18.600,24.600,0.0,0.0,39006.500,116308.500
8.523,1.712,66.293,23.164,0.0,0.307,471023206.400,12697.600,24.600,24.600,0.0,0.0,38866.0,116299.100
8.562,1.767,66.141,23.255,0.0,0.275,470922035.200,11468.800,12.600,24.600,0.0,0.0,38952.900,116516.800
8.475,1.768,65.864,23.570,0.0,0.323,471016243.200,12288.0,18.600,24.600,0.0,0.0,40429.0,116304.100
8.511,1.732,66.111,23.320,0.0,0.325,471175168.0,11878.400,28.800,31.200,0.0,0.0,39349.600,116159.200
8.592,1.739,65.844,23.506,0.0,0.320,471140761.600,11059.200,6.600,24.600,0.0,0.0,39274.400,116358.0
8.461,1.739,66.039,23.434,0.0,0.327,471022387.200,22937.600,76.400,24.600,0.0,0.0,39034.700,116288.900
8.555,1.738,65.384,23.997,0.0,0.327,471262822.400,11878.400,92.600,24.600,0.0,0.0,40088.200,116183.900
8.460,1.794,64.895,24.553,0.0,0.298,471144448.0,11878.400,40.800,24.600,0.0,0.0,39692.300,116440.200
8.471,1.705,66.090,23.416,0.0,0.318,471133388.800,11878.400,58.800,24.600,0.0,0.0,40114.500,116385.400
8.482,1.782,65.658,23.760,0.0,0.318,471129292.800,13107.200,57.0,31.200,0.0,0.0,39363.0,116384.100
8.537,1.786,65.967,23.417,0.0,0.293,470996992.0,15155.200,75.0,24.600,0.0,0.0,39382.400,116334.700
8.397,1.669,65.686,23.915,0.0,0.333,471331635.200,13516.800,58.800,24.600,0.0,0.0,40199.800,116564.0
8.362,1.748,65.650,23.953,0.0,0.288,471162060.800,5324.800,40.800,24.600,0.0,0.0,39929.900,116298.500
8.511,1.784,65.789,23.604,0.0,0.313,471166156.800,7782.400,58.800,24.600,0.0,0.0,38876.800,116500.400
8.431,1.821,65.613,23.801,0.0,0.334,471154688.0,7782.400,46.800,24.600,0.0,0.0,40305.600,116370.0
