"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","smblade03",,,,"User:","root"
"Cmdline:","dstat --output=res-OLTP-RO-memory-disk-samsung-8t-rocks/mongowt.BP188/thr14/dstat.txt 10",,,,"Date:","03 Jun 2016 05:07:52 EDT"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw"
11.033,2.392,83.630,2.551,0.0,0.394,33131032.765,70267151.371,0.0,0.0,178.719,83754.988,18295.222,219191.919
21.871,2.595,74.396,0.002,0.0,1.137,66764.800,10649.600,824.600,82.800,0.0,0.0,8999.900,230795.0
21.850,2.655,74.364,0.002,0.0,1.129,67174.400,7372.800,794.600,82.800,0.0,0.0,4627.400,230808.100
21.840,2.663,74.340,0.002,0.0,1.156,53248.0,6553.600,881.700,162.500,0.0,0.0,4670.900,230410.300
21.907,2.636,74.339,0.0,0.0,1.117,53248.0,7372.800,860.300,177.100,0.0,0.0,4624.200,229665.0
22.003,2.494,74.385,0.002,0.0,1.116,52019.200,8601.600,824.200,82.800,0.0,0.0,9014.900,229019.200
21.800,2.698,74.330,0.0,0.0,1.171,38912.0,7372.800,824.600,82.800,0.0,0.0,4668.300,231518.300
21.854,2.554,74.408,0.002,0.0,1.183,29900.800,7372.800,800.600,78.600,0.0,0.0,4659.200,232434.300
21.910,2.646,74.364,0.0,0.0,1.079,38502.400,7372.800,825.200,89.100,0.0,0.0,4584.100,229669.800
21.952,2.523,74.424,0.002,0.0,1.098,27033.600,7372.800,841.900,155.900,0.0,0.0,4776.400,229013.700
21.898,2.564,74.376,0.002,0.0,1.159,35225.600,7782.400,872.300,181.300,0.0,0.0,7244.400,229231.600
21.906,2.609,74.387,0.0,0.0,1.098,33177.600,8192.0,818.600,78.600,0.0,0.0,4603.400,231220.900
21.815,2.673,74.352,0.0,0.0,1.161,18432.0,9830.400,806.600,82.800,0.0,0.0,4606.500,232350.500
21.929,2.606,74.378,0.002,0.0,1.086,18432.0,21708.800,825.200,88.800,0.0,0.0,4660.300,229658.900
21.876,2.616,74.383,0.0,0.0,1.125,22528.0,11059.200,812.600,78.600,0.0,0.0,5795.700,232786.100
21.750,2.741,74.332,0.0,0.0,1.177,14336.0,8601.600,881.100,179.400,0.0,0.0,4787.100,228437.300
21.921,2.651,74.339,0.0,0.0,1.089,13107.200,8192.0,866.300,176.800,0.0,0.0,4608.200,229962.400
21.878,2.598,74.401,0.0,0.0,1.123,14745.600,8192.0,812.200,78.600,0.0,0.0,4581.100,231333.200
21.971,2.537,74.364,0.0,0.0,1.129,11059.200,8601.600,818.600,78.600,0.0,0.0,10038.200,230040.0
21.800,2.653,74.354,0.002,0.0,1.192,6553.600,9830.400,830.600,87.0,0.0,0.0,4649.300,232743.800
21.793,2.701,74.372,0.0,0.0,1.134,11468.800,9830.400,800.600,78.600,0.0,0.0,4622.600,231973.600
21.773,2.694,74.358,0.0,0.0,1.175,1638.400,9011.200,859.900,155.900,0.0,0.0,4647.300,230833.300
21.966,2.529,74.382,0.0,0.0,1.123,7372.800,9011.200,806.600,78.600,0.0,0.0,7649.400,227986.100
21.898,2.625,74.359,0.0,0.0,1.118,5324.800,9011.200,872.900,187.600,0.0,0.0,5584.800,232972.900
21.825,2.659,74.359,0.0,0.0,1.157,5734.400,9011.200,812.600,82.800,0.0,0.0,4612.600,228656.900
21.897,2.640,74.355,0.002,0.0,1.107,8192.0,9830.400,800.600,78.600,0.0,0.0,4602.100,233783.700
21.916,2.596,74.348,0.0,0.0,1.139,3276.800,17612.800,806.600,82.800,0.0,0.0,4607.100,230295.0
21.827,2.684,74.342,0.0,0.0,1.146,4096.0,11059.200,865.400,155.800,0.0,0.0,7301.900,229983.500
21.861,2.637,74.378,0.002,0.0,1.121,4915.200,10240.0,805.200,77.400,0.0,0.0,4589.400,230142.700
21.872,2.566,74.394,0.0,0.0,1.168,2457.600,11878.400,891.300,182.500,0.0,0.0,4620.200,230078.0
