workload,size,threads,ts,writes,reads,response_time,tps,user_provided_threads
oltp,8000,250,10,8831.41,31626.59,207.35,2180.28
oltp,8000,250,20,9561.74,34130.70,188.35,2378.59
oltp,8000,250,30,9632.59,34325.98,190.28,2401.00
oltp,8000,250,40,9746.01,34696.13,183.35,2425.20
oltp,8000,250,50,9718.50,34642.19,183.68,2415.70
oltp,8000,250,60,9649.10,34287.01,187.28,2401.40
oltp,8000,250,70,9523.81,33866.13,185.39,2357.50
oltp,8000,250,80,9685.56,34542.61,185.56,2416.97
oltp,8000,250,90,9740.62,34641.71,181.93,2419.83
oltp,8000,250,100,9721.71,34609.93,183.40,2418.40
oltp,8000,250,110,9699.92,34536.27,185.11,2411.80
oltp,8000,250,120,9620.04,34181.04,189.88,2391.91
oltp,8000,250,130,9552.45,33950.61,190.39,2372.39
oltp,8000,250,140,9610.69,34255.86,187.06,2392.70
oltp,8000,250,150,9518.31,33809.73,190.45,2366.40
oltp,8000,250,160,9462.30,33734.28,191.94,2351.60
oltp,8000,250,170,9608.31,34247.02,186.11,2388.90
oltp,8000,250,180,9681.90,34419.60,182.31,2407.80
oltp,8000,250,190,9661.59,34392.08,184.17,2400.10
oltp,8000,250,200,9581.50,34144.09,191.42,2381.70
oltp,8000,250,210,9618.50,34262.20,188.92,2387.20
oltp,8000,250,220,9669.51,34400.23,185.17,2406.40
oltp,8000,250,230,9640.04,34339.34,185.61,2401.01
oltp,8000,250,240,9527.46,33937.67,187.90,2366.19
oltp,8000,250,250,9539.70,33915.59,188.30,2372.60
oltp,8000,250,260,9699.59,34488.97,185.22,2408.40
oltp,8000,250,270,9709.61,34683.63,181.76,2416.50
oltp,8000,250,280,9630.20,34356.20,188.07,2395.30
oltp,8000,250,290,9676.23,34292.20,184.28,2395.41
oltp,8000,250,300,9689.36,34565.27,183.51,2416.69
oltp,8000,250,310,9622.91,34274.32,188.24,2394.00
oltp,8000,250,320,9575.40,34130.32,190.05,2380.10
oltp,8000,250,330,9442.12,33609.26,191.88,2346.10
oltp,8000,250,340,9499.16,33841.82,187.23,2363.02
oltp,8000,250,350,9523.10,33855.58,188.75,2365.40
oltp,8000,250,360,9601.59,34245.45,186.78,2389.00
oltp,8000,250,370,9714.65,34631.82,185.50,2418.09
oltp,8000,250,380,9785.44,34787.85,181.93,2431.71
oltp,8000,250,390,9631.96,34173.57,186.50,2388.19
oltp,8000,250,400,9687.39,34506.05,184.06,2414.70
oltp,8000,250,410,9654.20,34399.59,184.72,2401.50
oltp,8000,250,420,9413.30,33469.21,189.94,2332.10
oltp,8000,250,430,9568.80,34147.79,186.17,2384.20
oltp,8000,250,440,9670.40,34422.10,185.72,2403.40
oltp,8000,250,450,9600.60,34152.38,185.94,2379.00
oltp,8000,250,460,9585.71,34187.43,186.61,2391.40
oltp,8000,250,470,9630.40,34280.50,185.28,2393.90
oltp,8000,250,480,9632.00,34322.99,186.50,2391.00
oltp,8000,250,490,9650.02,34278.77,185.44,2399.90
oltp,8000,250,500,9591.80,34182.41,188.47,2383.80
oltp,8000,250,510,9485.60,33924.61,186.95,2358.50
oltp,8000,250,520,9643.27,34424.78,189.26,2396.89
oltp,8000,250,530,9665.62,34409.56,185.17,2403.60
oltp,8000,250,540,9680.70,34511.01,187.23,2405.20
oltp,8000,250,550,9638.21,34335.34,186.61,2393.40
oltp,8000,250,560,9609.98,34147.83,190.05,2381.20
oltp,8000,250,570,9612.60,34298.50,187.96,2397.30
oltp,8000,250,580,9593.09,34231.78,185.56,2386.40
oltp,8000,250,590,9549.10,33966.70,189.31,2370.30
oltp,8000,250,600,9413.98,33567.59,188.80,2339.62
oltp,8000,250,610,9628.64,34273.09,185.11,2396.39
oltp,8000,250,620,9619.30,34230.51,189.60,2390.20
oltp,8000,250,630,9546.70,34073.49,188.07,2372.60
oltp,8000,250,640,9611.08,34268.02,188.92,2388.09
oltp,8000,250,650,9700.82,34575.38,185.00,2412.51
oltp,8000,250,660,9673.78,34428.44,186.11,2405.90
oltp,8000,250,670,9369.59,33387.48,197.59,2326.80
oltp,8000,250,680,9365.50,33400.94,194.72,2327.12
oltp,8000,250,690,9444.64,33630.18,192.23,2350.08
oltp,8000,250,700,9512.48,33906.73,187.96,2362.80
oltp,8000,250,710,9597.61,34205.23,186.84,2384.60
oltp,8000,250,720,9512.47,33844.19,189.03,2358.79
oltp,8000,250,730,9554.12,34019.86,188.47,2376.50
oltp,8000,250,740,9632.50,34366.39,184.78,2398.90
oltp,8000,250,750,9622.99,34270.27,186.67,2395.90
oltp,8000,250,760,9651.01,34315.83,186.50,2392.30
oltp,8000,250,770,9194.11,32850.25,205.74,2291.80
oltp,8000,250,780,9539.78,33969.51,187.17,2370.19
oltp,8000,250,790,9569.41,34042.93,187.23,2380.90
oltp,8000,250,800,9635.28,34275.03,185.67,2389.50
oltp,8000,250,810,9578.52,34129.27,187.45,2376.90
oltp,8000,250,820,9609.40,34311.20,186.06,2395.70
oltp,8000,250,830,9622.09,34256.28,189.09,2394.10
oltp,8000,250,840,9573.61,34090.82,190.17,2380.80
oltp,8000,250,850,9647.90,34308.79,188.18,2396.50
oltp,8000,250,860,9413.82,33591.69,191.08,2340.91
oltp,8000,250,870,9593.47,34156.70,186.22,2383.49
oltp,8000,250,880,9574.71,34171.13,189.60,2377.70
oltp,8000,250,890,9581.07,34095.24,188.07,2379.02
oltp,8000,250,900,9503.11,33901.53,187.40,2362.60
oltp,8000,250,910,9582.02,34188.71,186.56,2382.98
oltp,8000,250,920,9599.70,34245.42,185.39,2384.60
oltp,8000,250,930,9602.80,34220.71,187.28,2386.30
oltp,8000,250,940,9562.40,34002.28,186.89,2370.40
oltp,8000,250,950,9360.52,33423.48,190.62,2333.81
oltp,8000,250,960,9587.78,34140.12,186.06,2383.99
oltp,8000,250,970,9581.40,34109.89,186.61,2378.60
oltp,8000,250,980,9575.50,33937.51,188.07,2370.90
oltp,8000,250,990,9562.66,34166.91,188.24,2386.31
oltp,8000,250,1000,9620.60,34346.31,187.23,2394.90
oltp,8000,250,1010,9616.96,34253.16,187.06,2391.89
oltp,8000,250,1020,9475.78,33735.12,190.56,2353.09
oltp,8000,250,1030,9481.90,33826.50,189.94,2355.50
oltp,8000,250,1040,9562.49,34042.18,185.94,2372.70
oltp,8000,250,1050,9616.51,34385.82,186.78,2394.00
