"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","smblade03",,,,"User:","root"
"Cmdline:","dstat --output=res-OLTP-RO-memory-disk-samsung-8t-rocks/mongowt.BP68/thr140/dstat.txt 10",,,,"Date:","02 Jun 2016 18:39:57 EDT"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw"
9.075,2.095,85.978,2.534,0.0,0.318,32579035.209,74000955.579,0.0,0.0,185.099,88219.497,16984.971,198144.644
60.141,11.277,23.449,3.170,0.0,1.961,196539596.800,11878.400,717.600,2706.800,0.0,0.0,138476.100,834392.900
60.315,11.733,22.936,3.060,0.0,1.956,197409177.600,12288.0,528.600,24.600,0.0,0.0,152137.600,852452.900
60.575,11.423,23.017,3.075,0.0,1.910,196538777.600,9011.200,588.200,24.600,0.0,0.0,147974.200,849854.600
59.957,11.793,23.246,3.064,0.0,1.940,196330291.200,10240.0,546.200,24.600,0.0,0.0,148512.800,852557.0
60.472,11.626,22.846,3.063,0.0,1.993,197166694.400,10240.0,550.800,31.200,0.0,0.0,148599.300,850721.100
60.666,11.489,22.842,3.092,0.0,1.911,196521984.0,11878.400,529.200,36.400,0.0,0.0,148489.600,851445.300
60.368,11.572,23.064,3.056,0.0,1.941,196188160.0,10240.0,528.600,24.600,0.0,0.0,147952.500,850835.300
60.616,11.437,22.931,3.108,0.0,1.908,196850073.600,10649.600,541.200,36.400,0.0,0.0,147834.800,851187.200
60.484,11.402,23.100,3.048,0.0,1.966,195803545.600,11059.200,528.600,24.600,0.0,0.0,148235.500,850461.100
60.167,11.561,23.255,3.099,0.0,1.918,195750707.200,11468.800,528.600,24.600,0.0,0.0,151829.700,851622.0
60.337,11.643,23.030,3.082,0.0,1.907,196355686.400,18432.0,532.800,31.200,0.0,0.0,148999.200,853292.100
60.511,11.737,22.848,3.008,0.0,1.895,196509286.400,10649.600,535.200,36.400,0.0,0.0,149806.0,853641.400
60.359,11.558,23.092,3.034,0.0,1.956,195403366.400,14745.600,516.600,24.600,0.0,0.0,147951.800,854119.800
60.326,11.698,22.980,3.017,0.0,1.980,195628236.800,5734.400,534.600,24.600,0.0,0.0,149118.800,853125.100
60.339,11.591,23.003,3.079,0.0,1.989,196269260.800,9830.400,522.200,24.600,0.0,0.0,152171.700,851745.500
60.215,11.627,23.139,3.072,0.0,1.946,195632332.800,7782.400,540.200,24.600,0.0,0.0,148359.100,853423.0
60.027,11.662,23.426,3.000,0.0,1.885,194957312.0,7782.400,532.800,31.200,0.0,0.0,148977.500,854375.400
59.975,11.543,23.524,3.045,0.0,1.913,194891776.0,6963.200,529.200,36.400,0.0,0.0,148863.100,854837.500
60.134,11.321,23.502,3.044,0.0,1.999,195061760.0,10240.0,557.0,58.800,819.200,0.0,150504.100,852215.0
60.126,11.391,23.477,3.078,0.0,1.928,195579904.0,9011.200,534.600,24.600,0.0,0.0,147990.700,853192.400
60.082,11.585,23.345,3.029,0.0,1.960,195295641.600,8601.600,528.600,24.600,0.0,0.0,148999.800,853263.500
60.131,11.513,23.335,3.044,0.0,1.977,195110092.800,8601.600,546.600,28.800,0.0,0.0,147931.900,853751.100
59.692,11.748,23.624,3.062,0.0,1.875,195334144.0,8601.600,575.400,43.0,0.0,0.0,148438.100,852855.100
60.137,11.494,23.294,3.066,0.0,2.010,195643392.0,17203.200,516.600,24.600,0.0,0.0,147640.600,850973.700
60.167,11.505,23.277,3.026,0.0,2.024,195593420.800,9420.800,552.600,24.600,0.0,0.0,148846.500,854700.300
60.211,11.557,23.239,3.074,0.0,1.919,195489792.0,10649.600,546.600,24.600,0.0,0.0,147129.200,851515.100
60.251,11.554,23.248,3.027,0.0,1.919,196114022.400,9830.400,600.600,43.0,0.0,0.0,149806.300,853131.400
60.521,11.504,23.028,3.033,0.0,1.915,195959603.200,11059.200,552.200,24.600,0.0,0.0,152316.400,854183.800
60.211,11.519,23.263,3.047,0.0,1.960,195789619.200,9420.800,574.800,31.200,0.0,0.0,148733.100,853125.400
60.307,11.710,23.063,3.061,0.0,1.859,195868672.0,9011.200,552.600,24.600,0.0,0.0,148652.700,854622.400
