You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- -dsk/total- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ| recv  send|  in   out | int   csw 
  3   1  96   1   0   0|  18M   24M|   0     0 |   0     0 |  25k   69k
  0   1  99   0   0   0|3801k   56k|  58B   29B|   0     0 |1069   878 
 12   3  52  33   0   0| 458M 6963B|7208k   72M|   0     0 | 119k  177k
 20   4  44  32   0   1| 473M 4506B|  12M  123M|   0     0 | 184k  259k
 30   6  33  29   0   1| 475M   12k|  17M  176M|   0     0 | 250k  448k
 47  10  25  16   0   2| 458M 1229B|  22M  229M|   0     0 | 326k  818k
 53  12  27   5   0   2| 378M 1229B|  24M  242M|   0     0 | 342k  952k
 54  12  29   3   0   2| 311M 4813B|  24M  243M|   0     0 | 340k  959k
 54  12  30   2   0   2| 267M 1229B|  24M  244M|   0     0 | 338k  959k
 54  12  30   2   0   2| 235M 1229B|  24M  244M|   0     0 | 339k  964k
 54  12  31   2   0   2| 212M 1536B|  24M  244M|   0     0 | 336k  970k
 54  12  31   1   0   2| 192M 1229B|  24M  244M|   0     0 | 334k  971k
 54  12  31   1   0   2| 177M 1229B|  24M  244M|   0     0 | 333k  970k
 53  12  32   1   0   2| 165M 9728B|  24M  244M|   0     0 | 332k  964k
 53  12  32   1   0   2| 155M   10k|  24M  244M|   0     0 | 331k  966k
 53  12  32   1   0   2| 145M 4506B|  24M  244M|   0     0 | 331k  959k
 53  11  33   1   0   2| 136M 1587B|  24M  242M|   0     0 | 329k  982k
 52  12  33   1   0   2| 129M 1229B|  24M  241M|   0     0 | 329k  984k
 53  11  33   1   0   2| 124M 1229B|  24M  242M|   0     0 | 330k  986k
 52  12  33   1   0   2| 117M 4352B|  24M  241M|   0     0 | 327k  987k
