You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- -dsk/total- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ| recv  send|  in   out | int   csw 
  3   1  96   1   0   0|  18M   24M|   0     0 |   0     0 |  25k   69k
  0   1  99   0   0   0|3072k   48k|  60B  103B|   0     0 | 814   938 
 11   3  55  31   0   0| 451M   21k|7049k   70M|   0     0 | 117k  174k
 19   4  43  33   0   1| 473M 1229B|  12M  122M|   0     0 | 182k  260k
 30   6  34  30   0   1| 475M 1229B|  17M  175M|   0     0 | 249k  437k
 46  10  25  16   0   2| 461M 4813B|  22M  229M|   0     0 | 322k  795k
 54  12  26   6   0   2| 382M 1229B|  24M  244M|   0     0 | 345k  932k
 55  12  28   3   0   2| 314M 1229B|  24M  245M|   0     0 | 342k  942k
 55  12  28   2   0   2| 269M 1536B|  24M  245M|   0     0 | 339k  939k
 55  12  29   2   0   2| 236M 1229B|  24M  246M|   0     0 | 338k  945k
 54  12  30   1   0   2| 213M 1229B|  24M  245M|   0     0 | 338k  958k
 54  12  30   1   0   2| 193M 1536B|  24M  245M|   0     0 | 338k  962k
 54  12  30   1   0   2| 177M 1229B|  24M  244M|   0     0 | 334k  961k
 54  12  30   1   0   2| 166M 9011B|  24M  245M|   0     0 | 334k  961k
 54  12  31   1   0   2| 156M 6502B|  24M  245M|   0     0 | 333k  959k
 53  12  31   1   0   2| 145M 1229B|  24M  244M|   0     0 | 334k  958k
 53  12  32   1   0   2| 136M 1229B|  24M  242M|   0     0 | 329k  960k
 53  11  33   1   0   2| 128M 4096B|  23M  239M|   0     0 | 327k  965k
 52  11  33   1   0   2| 122M 1229B|  23M  239M|   0     0 | 328k  959k
 53  11  34   1   0   2| 115M 1229B|  23M  239M|   0     0 | 328k  959k
