You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- -dsk/total- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ| recv  send|  in   out | int   csw 
  3   1  96   1   0   0|  17M   24M|   0     0 |   0     0 |  25k   68k
  1   1  96   2   0   0|  56M   50k| 292k 2892k|   0     0 |6747    12k
 26   4  39  30   0   1| 443M 9830B|  10M  102M|   0     0 | 170k  292k
 46   8  24  21   0   1| 437M   15k|  16M  164M|   0     0 | 260k  588k
 57  10  23   8   0   2| 368M 1229B|  19M  189M|   0     0 | 295k  796k
 58  10  25   4   0   2| 295M 1229B|  19M  192M|   0     0 | 293k  821k
 58  10  27   3   0   2| 249M 3174B|  19M  193M|   0     0 | 291k  828k
 58  10  28   2   0   2| 215M 1229B|  19M  194M|   0     0 | 289k  835k
 58  10  28   2   0   2| 189M 1229B|  19M  193M|   0     0 | 285k  835k
 58  10  29   2   0   2| 170M 1536B|  19M  194M|   0     0 | 283k  839k
 58  10  29   2   0   2| 155M 1229B|  19M  195M|   0     0 | 283k  836k
 58  10  29   1   0   2| 143M 1229B|  19M  193M|   0     0 | 281k  832k
 57  10  30   1   0   2| 132M 1536B|  19M  194M|   0     0 | 282k  839k
 58  10  29   1   0   2| 125M   12k|  19M  195M|   0     0 | 280k  841k
 57  10  30   1   0   2| 117M 8192B|  19M  195M|   0     0 | 278k  839k
 58  10  30   1   0   2| 111M 1638B|  19M  195M|   0     0 | 278k  843k
 58  10  30   1   0   2| 106M 1229B|  19M  195M|   0     0 | 280k  837k
 58  10  30   1   0   2| 101M 1229B|  19M  195M|   0     0 | 277k  841k
 58  10  30   1   0   2|  96M 5683B|  19M  195M|   0     0 | 277k  837k
 54   9  34   1   0   2|  88M 1229B|  18M  185M|   0     0 | 262k  792k
