You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- -dsk/total- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ| recv  send|  in   out | int   csw 
  3   1  96   1   0   0|  18M   24M|   0     0 |   0     0 |  25k   69k
  0   1  99   0   0   0|2983k   42k|  19B    0 |   0     0 | 877   859 
 11   3  57  30   0   0| 441M   20k|6835k   68M|   0     0 | 112k  169k
 20   4  42  34   0   0| 473M   20k|  12M  121M|   0     0 | 187k  262k
 29   6  34  30   0   1| 474M 2458B|  17M  174M|   0     0 | 248k  436k
 44  10  26  18   0   2| 464M 2458B|  22M  230M|   0     0 | 323k  810k
 52  12  28   6   0   2| 390M 6042B|  24M  249M|   0     0 | 350k  988k
 52  12  30   3   0   2| 318M 2458B|  24M  249M|   0     0 | 350k 1000k
 52  12  31   2   0   2| 273M 2458B|  24M  250M|   0     0 | 346k 1007k
 52  12  32   2   0   2| 239M 2765B|  24M  250M|   0     0 | 344k 1008k
 52  12  32   2   0   2| 215M 2458B|  24M  250M|   0     0 | 342k 1013k
 52  12  33   1   0   2| 196M 2458B|  24M  250M|   0     0 | 342k 1015k
 51  12  33   1   0   2| 179M 2765B|  24M  250M|   0     0 | 340k 1011k
 52  12  33   1   0   2| 167M 2458B|  24M  250M|   0     0 | 339k 1012k
 52  12  33   1   0   2| 157M 2867B|  24M  250M|   0     0 | 339k 1012k
 51  12  34   1   0   2| 146M 2816B|  24M  249M|   0     0 | 338k 1013k
 51  12  34   1   0   2| 139M 2458B|  24M  249M|   0     0 | 340k 1011k
 51  12  34   1   0   2| 131M 2458B|  24M  249M|   0     0 | 336k 1012k
 50  12  36   1   0   2| 124M 5274B|  24M  245M|   0     0 | 332k 1027k
 50  12  35   1   0   2| 118M 2458B|  24M  246M|   0     0 | 332k 1027k
