You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- -dsk/total- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ| recv  send|  in   out | int   csw 
  3   1  96   1   0   0|  17M   24M|   0     0 |   0     0 |  25k   68k
  1   1  96   2   0   0|  52M   46k| 244k 2389k|   0     0 |6221    10k
 27   4  38  31   0   1| 443M 9421B|  10M  102M|   0     0 | 171k  305k
 47   8  23  20   0   1| 433M   19k|  16M  162M|   0     0 | 257k  649k
 55  10  26   8   0   2| 353M 1229B|  18M  179M|   0     0 | 287k  822k
 55  10  29   4   0   2| 283M 1229B|  18M  181M|   0     0 | 279k  835k
 55  10  30   3   0   2| 240M 3174B|  18M  182M|   0     0 | 276k  837k
 55  10  31   2   0   2| 209M 1229B|  18M  183M|   0     0 | 274k  841k
 55  10  31   2   0   2| 184M 1229B|  18M  182M|   0     0 | 273k  840k
 55  10  32   2   0   2| 166M 1536B|  18M  183M|   0     0 | 269k  844k
 55  10  32   2   0   2| 150M 1229B|  18M  182M|   0     0 | 267k  840k
 54  10  33   1   0   2| 140M 1229B|  18M  182M|   0     0 | 265k  836k
 54  10  33   1   0   2| 128M 1536B|  18M  182M|   0     0 | 264k  837k
 54  10  33   1   0   2| 122M   11k|  18M  182M|   0     0 | 265k  841k
 54  10  33   1   0   2| 114M 8192B|  18M  182M|   0     0 | 262k  840k
 54  10  33   1   0   2| 108M 1638B|  18M  183M|   0     0 | 262k  841k
 54  10  33   1   0   2| 102M 1229B|  18M  183M|   0     0 | 262k  839k
 54  10  33   1   0   2|  99M 1229B|  18M  183M|   0     0 | 264k  839k
 54  10  33   1   0   2|  93M 5683B|  18M  183M|   0     0 | 261k  839k
 52   9  37   1   0   1|  86M 1229B|  17M  175M|   0     0 | 250k  803k
