You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- -dsk/total- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ| recv  send|  in   out | int   csw 
  3   1  96   1   0   0|  17M   24M|   0     0 |   0     0 |  25k   68k
  4   2  86   8   0   0| 137M   56k|1595k   16M|   0     0 |  30k   53k
 30   5  34  30   0   1| 443M 1229B|  11M  115M|   0     0 | 189k  353k
 50   9  23  16   0   2| 421M   15k|  16M  168M|   0     0 | 269k  715k
 55  10  26   6   0   2| 336M 1229B|  17M  179M|   0     0 | 281k  823k
 55  10  30   4   0   2| 272M 1229B|  18M  179M|   0     0 | 277k  833k
 55  10  30   3   0   2| 232M 3123B|  18M  181M|   0     0 | 274k  837k
 55  10  31   2   0   2| 202M 1229B|  18M  180M|   0     0 | 270k  835k
 55  10  32   2   0   2| 179M 1229B|  18M  180M|   0     0 | 269k  837k
 55   9  32   2   0   2| 161M 1485B|  18M  181M|   0     0 | 272k  840k
 55  10  32   2   0   2| 147M 1229B|  18M  181M|   0     0 | 267k  837k
 55  10  32   1   0   2| 139M 1229B|  18M  180M|   0     0 | 266k  836k
 55  10  32   1   0   2| 134M 1485B|  18M  181M|   0     0 | 267k  837k
 55  10  32   1   0   2| 131M   16k|  18M  180M|   0     0 | 266k  837k
 55   9  33   1   0   2| 128M 2458B|  18M  179M|   0     0 | 267k  835k
 55  10  33   1   0   2| 129M 1229B|  18M  179M|   0     0 | 264k  837k
 55   9  33   1   0   2| 129M 1587B|  18M  180M|   0     0 | 264k  838k
 54  10  33   1   0   2| 129M 1229B|  18M  179M|   0     0 | 264k  837k
 55  10  33   1   0   2| 129M 1229B|  18M  180M|   0     0 | 266k  836k
