You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- -dsk/total- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ| recv  send|  in   out | int   csw 
  3   1  96   1   0   0|  17M   24M|   0     0 |   0     0 |  25k   68k
  1   1  95   2   0   0|  58M   51k| 326k 3228k|   0     0 |7325    13k
 26   4  38  32   0   1| 443M   23k|  10M  103M|   0     0 | 172k  296k
 46   8  24  21   0   1| 437M 1229B|  16M  164M|   0     0 | 259k  592k
 58  10  22   8   0   2| 369M 4506B|  19M  190M|   0     0 | 296k  796k
 58  10  25   4   0   2| 295M 3174B|  19M  192M|   0     0 | 296k  824k
 59  10  27   3   0   2| 249M 1229B|  19M  194M|   0     0 | 292k  832k
 58  10  28   2   0   2| 214M 1229B|  19M  194M|   0     0 | 288k  833k
 58  10  28   2   0   2| 190M 1536B|  19M  195M|   0     0 | 287k  837k
 58  10  29   2   0   2| 170M 1229B|  19M  195M|   0     0 | 284k  837k
 58  10  29   2   0   2| 155M 1229B|  19M  195M|   0     0 | 284k  840k
 58  10  29   1   0   2| 143M 1536B|  19M  195M|   0     0 | 281k  832k
 58  10  29   1   0   2| 133M 1229B|  19M  195M|   0     0 | 281k  840k
 58  10  29   1   0   2| 125M   12k|  19M  196M|   0     0 | 280k  838k
 58   9  30   1   0   2| 117M 8499B|  19M  196M|   0     0 | 283k  839k
 58  10  29   1   0   2| 111M 1229B|  19M  196M|   0     0 | 279k  840k
 58  10  29   1   0   2| 106M 1229B|  19M  196M|   0     0 | 279k  844k
 58  10  30   1   0   2| 101M 3226B|  19M  197M|   0     0 | 279k  844k
 58  10  30   1   0   2|  96M 1229B|  19M  197M|   0     0 | 281k  843k
 55   9  34   1   0   2|  87M 1229B|  18M  185M|   0     0 | 263k  792k
