sysbench 0.9:  multi-threaded system evaluation benchmark

Running the test with following options:
Number of threads: 1
Report intermediate results every 10 second(s)
Initializing random number generator from current time


Threads started!

setting write concern to 1
[  10s] threads: 1, tps: 3097.81, reads: 9293.62, writes: 0.00, response time: 0.33ms (95%), errors: 0.00, reconnects:  0.00
[  20s] threads: 1, tps: 3142.91, reads: 9428.53, writes: 0.00, response time: 0.33ms (95%), errors: 0.00, reconnects:  0.00
[  30s] threads: 1, tps: 3139.66, reads: 9418.98, writes: 0.00, response time: 0.33ms (95%), errors: 0.00, reconnects:  0.00
[  40s] threads: 1, tps: 3084.04, reads: 9252.13, writes: 0.00, response time: 0.33ms (95%), errors: 0.00, reconnects:  0.00
[  50s] threads: 1, tps: 3117.16, reads: 9351.48, writes: 0.00, response time: 0.33ms (95%), errors: 0.00, reconnects:  0.00
[  60s] threads: 1, tps: 3105.58, reads: 9316.83, writes: 0.00, response time: 0.34ms (95%), errors: 0.00, reconnects:  0.00
[  70s] threads: 1, tps: 3057.52, reads: 9172.57, writes: 0.00, response time: 0.36ms (95%), errors: 0.00, reconnects:  0.00
[  80s] threads: 1, tps: 3099.04, reads: 9297.23, writes: 0.00, response time: 0.33ms (95%), errors: 0.00, reconnects:  0.00
[  90s] threads: 1, tps: 3099.26, reads: 9297.57, writes: 0.00, response time: 0.33ms (95%), errors: 0.00, reconnects:  0.00
[ 100s] threads: 1, tps: 3023.64, reads: 9070.93, writes: 0.00, response time: 0.34ms (95%), errors: 0.00, reconnects:  0.00
[ 110s] threads: 1, tps: 3170.66, reads: 9512.18, writes: 0.00, response time: 0.32ms (95%), errors: 0.00, reconnects:  0.00
[ 120s] threads: 1, tps: 2940.35, reads: 8820.84, writes: 0.00, response time: 0.44ms (95%), errors: 0.00, reconnects:  0.00
[ 130s] threads: 1, tps: 3064.09, reads: 9192.27, writes: 0.00, response time: 0.39ms (95%), errors: 0.00, reconnects:  0.00
[ 140s] threads: 1, tps: 2704.11, reads: 8112.52, writes: 0.00, response time: 0.44ms (95%), errors: 0.00, reconnects:  0.00
[ 150s] threads: 1, tps: 3112.66, reads: 9337.87, writes: 0.00, response time: 0.36ms (95%), errors: 0.00, reconnects:  0.00
[ 160s] threads: 1, tps: 3067.84, reads: 9203.53, writes: 0.00, response time: 0.34ms (95%), errors: 0.00, reconnects:  0.00
[ 170s] threads: 1, tps: 3101.46, reads: 9304.28, writes: 0.00, response time: 0.33ms (95%), errors: 0.00, reconnects:  0.00
[ 180s] threads: 1, tps: 3050.27, reads: 9150.82, writes: 0.00, response time: 0.36ms (95%), errors: 0.00, reconnects:  0.00
[ 190s] threads: 1, tps: 3059.02, reads: 9177.07, writes: 0.00, response time: 0.36ms (95%), errors: 0.00, reconnects:  0.00
[ 200s] threads: 1, tps: 3128.75, reads: 9386.46, writes: 0.00, response time: 0.33ms (95%), errors: 0.00, reconnects:  0.00
[ 210s] threads: 1, tps: 2981.79, reads: 8945.18, writes: 0.00, response time: 0.42ms (95%), errors: 0.00, reconnects:  0.00
[ 220s] threads: 1, tps: 3090.20, reads: 9270.60, writes: 0.00, response time: 0.33ms (95%), errors: 0.00, reconnects:  0.00
[ 230s] threads: 1, tps: 2689.50, reads: 8068.60, writes: 0.00, response time: 0.44ms (95%), errors: 0.00, reconnects:  0.00
[ 240s] threads: 1, tps: 3128.70, reads: 9386.10, writes: 0.00, response time: 0.33ms (95%), errors: 0.00, reconnects:  0.00
[ 250s] threads: 1, tps: 3148.10, reads: 9444.20, writes: 0.00, response time: 0.33ms (95%), errors: 0.00, reconnects:  0.00
[ 260s] threads: 1, tps: 3080.50, reads: 9241.51, writes: 0.00, response time: 0.34ms (95%), errors: 0.00, reconnects:  0.00
[ 270s] threads: 1, tps: 3103.50, reads: 9310.50, writes: 0.00, response time: 0.33ms (95%), errors: 0.00, reconnects:  0.00
