sysbench 0.9:  multi-threaded system evaluation benchmark

Running the test with following options:
Number of threads: 48
Report intermediate results every 10 second(s)
Initializing random number generator from current time


setting write concern to 1
Threads started!

[  10s] threads: 48, tps: 50.90, reads: 165.50, writes: 0.00, response time: 3165.88ms (95%), errors: 0.00, reconnects:  0.00
[  20s] threads: 48, tps: 128.00, reads: 397.20, writes: 0.00, response time: 1593.21ms (95%), errors: 0.00, reconnects:  0.00
[  30s] threads: 48, tps: 132.90, reads: 413.50, writes: 0.00, response time: 1328.10ms (95%), errors: 0.00, reconnects:  0.00
[  40s] threads: 48, tps: 124.80, reads: 386.20, writes: 0.00, response time: 1389.51ms (95%), errors: 0.00, reconnects:  0.00
[  50s] threads: 48, tps: 126.50, reads: 392.80, writes: 0.00, response time: 1375.85ms (95%), errors: 0.00, reconnects:  0.00
[  60s] threads: 48, tps: 135.60, reads: 423.50, writes: 0.00, response time: 1296.29ms (95%), errors: 0.00, reconnects:  0.00
[  70s] threads: 48, tps: 138.90, reads: 430.00, writes: 0.00, response time: 1289.71ms (95%), errors: 0.00, reconnects:  0.00
[  80s] threads: 48, tps: 127.90, reads: 396.60, writes: 0.00, response time: 1457.68ms (95%), errors: 0.00, reconnects:  0.00
[  90s] threads: 48, tps: 140.00, reads: 435.20, writes: 0.00, response time: 1195.64ms (95%), errors: 0.00, reconnects:  0.00
[ 100s] threads: 48, tps: 149.50, reads: 462.10, writes: 0.00, response time: 1169.80ms (95%), errors: 0.00, reconnects:  0.00
[ 110s] threads: 48, tps: 139.00, reads: 431.20, writes: 0.00, response time: 1320.17ms (95%), errors: 0.00, reconnects:  0.00
[ 120s] threads: 48, tps: 138.70, reads: 430.50, writes: 0.00, response time: 1312.29ms (95%), errors: 0.00, reconnects:  0.00
[ 130s] threads: 48, tps: 143.40, reads: 444.30, writes: 0.00, response time: 1382.46ms (95%), errors: 0.00, reconnects:  0.00
[ 140s] threads: 48, tps: 139.40, reads: 432.40, writes: 0.00, response time: 1272.07ms (95%), errors: 0.00, reconnects:  0.00
[ 150s] threads: 48, tps: 147.30, reads: 457.30, writes: 0.00, response time: 1186.02ms (95%), errors: 0.00, reconnects:  0.00
