"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","smblade04",,,,"User:","fipar"
"Cmdline:","dstat --output=/home/fipar/perf-32/dstat-mem50-rocks-ext4-rocks0-uniform-100-oltp_ro.log 10",,,,"Date:","31 May 2016 23:17:24 EDT"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw"
14.621,4.344,79.945,0.232,0.0,0.857,493444.000,44663831.312,0.0,0.0,18211.252,102803.262,210208.659,323260.108
17.089,5.785,69.278,6.713,0.0,1.135,202976512.0,46608998.400,11455437.0,25029374.100,0.0,0.0,244140.700,303052.300
48.143,15.347,28.038,4.984,0.0,3.488,336619929.600,1228.800,32735862.900,71315676.800,0.0,0.0,706804.600,899577.300
47.749,15.023,31.148,2.581,0.0,3.499,253317120.0,1228.800,32988855.600,72326499.300,0.0,0.0,702111.600,899366.800
47.550,15.180,31.989,1.879,0.0,3.402,201833267.200,16486.400,33059899.700,72314879.500,0.0,0.0,699286.800,898020.200
47.116,15.045,32.880,1.470,0.0,3.489,163099033.600,1228.800,33170130.900,72616691.400,0.0,0.0,698704.100,899112.100
47.089,15.002,33.260,1.183,0.0,3.466,131529523.200,1228.800,33257742.0,72549207.100,0.0,0.0,697143.700,898760.300
46.433,14.970,34.258,0.963,0.0,3.376,106637721.600,3123.200,33120595.500,72361847.500,0.0,0.0,691975.700,893319.900
46.108,14.802,34.880,0.785,0.0,3.426,86008217.600,1228.800,32808729.300,72088264.0,0.0,0.0,688776.200,894085.900
45.847,15.031,35.006,0.652,0.0,3.463,70520012.800,1228.800,32948575.400,72433202.100,0.0,0.0,693333.800,895399.600
46.126,14.782,35.210,0.535,0.0,3.347,57049088.0,1484.800,33062172.100,72039586.700,0.0,0.0,691051.300,893345.800
46.263,14.435,35.534,0.447,0.0,3.321,48043622.400,1228.800,33067097.800,72226107.500,0.0,0.0,689839.300,897305.100
45.799,14.593,35.853,0.381,0.0,3.374,39709491.200,1228.800,33126203.500,71980484.700,0.0,0.0,686185.100,889938.700
45.941,14.573,35.812,0.310,0.0,3.365,32281395.200,18688.0,33026387.700,72142715.400,0.0,0.0,686352.900,892526.400
45.908,14.529,35.929,0.255,0.0,3.380,26604748.800,3686.400,33032334.300,72044338.500,0.0,0.0,689861.600,891526.200
45.673,14.372,36.311,0.214,0.0,3.429,22051635.200,1228.800,33058224.0,72404612.300,0.0,0.0,684558.400,889124.600
45.940,14.579,35.993,0.183,0.0,3.304,18475008.0,1587.200,33138821.500,72271493.100,0.0,0.0,685104.100,890396.100
45.789,14.326,36.333,0.158,0.0,3.394,15277670.400,1228.800,33016963.400,72012513.100,0.0,0.0,683658.300,889059.600
45.780,14.324,36.360,0.129,0.0,3.408,12709478.400,3686.400,33120421.0,72204445.400,0.0,0.0,686809.700,890079.900
