"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","smblade04",,,,"User:","fipar"
"Cmdline:","dstat --output=/home/fipar/perf-32/dstat-mem40-wt-ext4-wt2-uniform-100-oltp_ro.log 10",,,,"Date:","01 Jun 2016 00:19:36 EDT"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw"
14.780,4.395,79.717,0.239,0.0,0.870,1142060.220,44480126.369,0.0,0.0,18103.400,102194.433,212729.132,326216.015
15.796,4.904,63.970,14.339,0.0,0.991,271101081.600,31534233.600,13703544.700,29855371.500,0.0,0.0,249974.800,280952.0
40.412,12.601,33.538,10.250,0.0,3.199,443074150.400,1638.400,33789155.300,73630267.700,0.0,0.0,695400.900,859754.600
40.782,12.467,40.691,2.826,0.0,3.234,318860902.400,1638.400,34619331.900,75932731.500,0.0,0.0,708809.200,880892.600
40.489,12.299,42.356,1.619,0.0,3.237,236798771.200,2713.600,34765043.800,76298793.600,0.0,0.0,708137.200,883784.800
40.585,11.860,43.304,1.085,0.0,3.166,176834969.600,4096.0,34700905.300,75558823.0,0.0,0.0,703890.0,876610.600
40.647,11.884,43.549,0.773,0.0,3.147,133202329.600,4096.0,34681921.400,75813443.300,0.0,0.0,703048.500,874701.800
40.528,11.824,43.917,0.564,0.0,3.167,100021043.200,6860.800,34554754.500,75595726.300,0.0,0.0,700023.100,873884.500
40.724,11.713,43.991,0.413,0.0,3.160,75028480.0,1638.400,34379193.200,75451610.900,0.0,0.0,696059.0,869592.200
40.587,11.635,44.225,0.304,0.0,3.250,55972659.200,1638.400,34396056.200,75444423.400,0.0,0.0,695195.400,869563.500
40.740,11.497,44.380,0.226,0.0,3.158,42718822.400,5171.200,34448958.800,74881311.500,0.0,0.0,699305.800,867162.700
40.627,11.579,44.372,0.173,0.0,3.249,32255590.400,1638.400,34412652.0,75287627.0,0.0,0.0,692559.600,865808.800
40.776,11.728,44.212,0.132,0.0,3.152,24585830.400,1638.400,34453159.800,75194248.400,0.0,0.0,693935.100,867656.900
40.689,11.541,44.494,0.094,0.0,3.182,17886515.200,18278.400,34376335.700,74799240.200,0.0,0.0,691887.900,866322.600
40.710,11.429,44.646,0.078,0.0,3.137,13988659.200,4096.0,34428570.800,75294511.500,0.0,0.0,694783.500,863781.100
40.813,11.429,44.543,0.055,0.0,3.159,10484940.800,1638.400,34511780.100,75393686.400,0.0,0.0,691280.700,865130.400
40.824,11.443,44.625,0.039,0.0,3.069,7821721.600,1945.600,34452427.400,75156748.800,0.0,0.0,689161.0,861370.600
40.761,11.655,44.375,0.031,0.0,3.178,5883904.0,2867.200,34500749.500,75248547.400,0.0,0.0,691617.100,868206.700
40.727,11.435,44.567,0.024,0.0,3.246,4465459.200,1638.400,34411549.100,75159494.700,0.0,0.0,689815.700,865255.100
