"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","smblade04",,,,"User:","fipar"
"Cmdline:","dstat --output=/home/fipar/perf-32/dstat-mem150-wt-ext4-wt2-uniform-100-oltp_ro.log 10",,,,"Date:","01 Jun 2016 00:54:24 EDT"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw"
14.853,4.417,79.610,0.244,0.0,0.877,1481862.067,44339210.707,0.0,0.0,18043.606,101856.893,214197.705,327842.624
11.904,4.010,71.805,11.587,0.0,0.694,211833600.0,32768.0,10210470.800,22319163.900,0.0,0.0,181856.400,203728.100
39.496,12.310,32.243,12.867,0.0,3.084,458092134.400,2457.600,33209261.100,72330323.600,0.0,0.0,671691.800,824971.500
41.209,12.632,39.711,3.083,0.0,3.366,331617075.200,11622.400,34763083.200,76160698.200,0.0,0.0,716300.200,886004.800
40.584,12.397,42.072,1.709,0.0,3.239,244862566.400,1638.400,34766493.0,76089982.800,0.0,0.0,705677.500,878898.900
40.361,12.197,43.060,1.138,0.0,3.245,184030003.200,4915.200,34927970.900,76302458.500,0.0,0.0,705080.800,880098.0
39.858,12.177,44.005,0.804,0.0,3.157,137927884.800,8499.200,34940912.200,76254376.500,0.0,0.0,702612.400,878455.600
39.748,12.042,44.532,0.591,0.0,3.087,103796736.0,7372.800,34829404.0,76227621.300,0.0,0.0,703555.0,880082.0
39.582,12.194,44.681,0.431,0.0,3.112,77701529.600,1638.400,34852241.900,76634927.100,0.0,0.0,700431.0,879000.100
39.519,12.024,44.959,0.315,0.0,3.184,57899827.200,1945.600,34953357.100,76627951.200,0.0,0.0,700893.600,879658.400
39.528,11.655,45.399,0.242,0.0,3.176,44207718.400,1638.400,34981533.900,76031960.800,0.0,0.0,699493.300,877056.400
39.424,11.881,45.345,0.186,0.0,3.163,33099776.0,4096.0,35014236.300,76586617.800,0.0,0.0,699957.400,878268.300
39.273,11.909,45.492,0.135,0.0,3.192,25128550.400,1945.600,35011939.400,76317942.500,0.0,0.0,700329.700,878418.200
39.353,11.768,45.638,0.096,0.0,3.145,18170777.600,21708.800,34939546.300,76118039.800,0.0,0.0,699831.100,880281.600
39.138,11.818,45.793,0.079,0.0,3.172,14158233.600,2867.200,34921560.800,76374354.500,0.0,0.0,698989.400,878517.600
39.248,11.865,45.682,0.055,0.0,3.149,10592256.0,1996.800,34941462.200,76346688.200,0.0,0.0,700247.800,880382.700
39.407,11.662,45.781,0.042,0.0,3.108,7854489.600,1638.400,34881300.500,76130882.300,0.0,0.0,702664.0,878028.500
39.194,11.902,45.800,0.033,0.0,3.070,5891276.800,1638.400,35015626.500,76244131.900,0.0,0.0,700367.200,880495.700
39.172,11.810,45.831,0.024,0.0,3.164,4444160.0,4454.400,34877310.200,76330108.200,0.0,0.0,697931.300,877981.300
