"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","smblade04",,,,"User:","fipar"
"Cmdline:","dstat --output=/home/fipar/perf-32/dstat-mem190-wt-ext4-wt2-uniform-100-oltp_ro.log 10",,,,"Date:","01 Jun 2016 01:07:04 EDT"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw"
14.879,4.424,79.571,0.246,0.0,0.879,1604881.079,44287992.382,0.0,0.0,18021.950,101734.644,214730.193,328433.839
11.427,3.917,73.511,10.487,0.0,0.658,202345625.600,40294.400,9671105.400,21144887.300,0.0,0.0,171158.200,190463.800
39.278,12.335,31.893,13.429,0.0,3.065,461130547.200,15206.400,33174816.200,72259929.200,0.0,0.0,667306.900,813899.400
40.996,12.834,39.778,3.165,0.0,3.228,333035520.0,1638.400,34713014.500,76061289.900,0.0,0.0,709830.500,876815.400
40.735,12.408,41.927,1.732,0.0,3.199,247143219.200,1638.400,34936054.900,76401533.200,0.0,0.0,712296.100,876779.200
40.323,12.260,43.162,1.144,0.0,3.111,184694374.400,6860.800,34910232.200,76377309.200,0.0,0.0,703372.500,873638.600
40.025,12.134,43.810,0.812,0.0,3.219,138720460.800,1638.400,35030321.200,76404563.700,0.0,0.0,703093.500,874453.0
39.933,12.063,44.228,0.590,0.0,3.186,104340275.200,1638.400,34968678.600,76501154.600,0.0,0.0,702553.700,876840.700
39.550,11.970,44.802,0.436,0.0,3.242,77965312.0,1945.600,34848334.0,76673988.0,0.0,0.0,699629.100,874340.600
39.648,11.842,44.972,0.315,0.0,3.223,58116915.200,1638.400,34949782.700,76633862.500,0.0,0.0,702803.900,873779.700
39.489,11.834,45.306,0.238,0.0,3.132,44221644.800,1638.400,35021446.800,76111828.600,0.0,0.0,699571.0,874457.200
39.504,11.821,45.302,0.177,0.0,3.196,33251328.0,1945.600,35099207.600,76734579.100,0.0,0.0,699477.500,873406.800
39.370,11.896,45.443,0.133,0.0,3.158,25185075.200,1638.400,35109648.900,76616403.400,0.0,0.0,700314.700,875078.100
39.467,11.720,45.556,0.098,0.0,3.159,18337894.400,18841.600,35066210.400,76280012.300,0.0,0.0,701837.0,875201.900
39.399,11.830,45.504,0.074,0.0,3.192,14201651.200,3225.600,35159246.100,76946855.400,0.0,0.0,701576.500,877557.800
39.118,11.785,45.871,0.059,0.0,3.167,10502144.0,1638.400,35021647.700,76551480.0,0.0,0.0,697998.800,872245.400
39.333,11.578,45.881,0.041,0.0,3.167,7803289.600,1638.400,34999956.400,76356296.500,0.0,0.0,699511.100,875283.800
39.529,11.522,45.785,0.031,0.0,3.133,5931008.0,4454.400,35041244.800,76279622.600,0.0,0.0,699018.900,873407.400
39.323,11.553,45.972,0.020,0.0,3.132,4413030.400,1638.400,34998729.600,76555009.100,0.0,0.0,697205.900,870984.300
