"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","smblade04",,,,"User:","fipar"
"Cmdline:","dstat --output=/home/fipar/perf-32/dstat-mem150-wt-ext4-wt2-pareto-100-oltp_ro.log 10",,,,"Date:","01 Jun 2016 03:04:51 EDT"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw"
15.229,4.498,79.121,0.257,0.0,0.894,2522450.844,43971556.916,0.0,0.0,17822.937,100611.209,218854.726,333921.596
11.711,3.475,71.435,12.913,0.0,0.466,228641945.600,32921.600,6932783.400,59096598.700,0.0,0.0,148728.600,171385.700
50.318,13.796,28.622,4.500,0.0,2.765,332154470.400,17766.400,27023548.300,230541094.200,0.0,0.0,726432.200,994768.0
49.923,13.525,32.524,1.296,0.0,2.733,194652569.600,1638.400,27069660.700,230882728.700,0.0,0.0,722075.100,1006589.0
49.524,13.588,33.279,0.885,0.0,2.724,145548083.200,6963.200,27146417.300,231102137.900,0.0,0.0,720106.400,1005393.400
49.260,13.404,33.914,0.682,0.0,2.741,116508672.0,5222.400,27141713.100,231486466.800,0.0,0.0,720032.100,1007130.800
49.201,13.169,34.336,0.552,0.0,2.742,96303923.200,1638.400,27156684.100,231271108.800,0.0,0.0,719744.800,1001931.0
48.920,13.131,34.734,0.445,0.0,2.770,80085401.600,1638.400,27041098.800,230594998.300,0.0,0.0,715755.900,1002753.700
48.699,13.131,35.083,0.390,0.0,2.697,69126144.0,1945.600,26958968.900,229956730.300,0.0,0.0,717215.500,1007432.0
48.676,13.326,34.994,0.336,0.0,2.668,60556083.200,1638.400,27002635.200,230219582.400,0.0,0.0,716581.800,1006233.300
49.112,13.022,34.972,0.289,0.0,2.604,53588787.200,1638.400,27055709.600,230850684.800,0.0,0.0,718379.200,1010078.700
48.885,13.187,34.959,0.261,0.0,2.709,47972761.600,1945.600,27090389.100,231198411.400,0.0,0.0,719736.0,1009691.300
48.453,13.133,35.421,0.228,0.0,2.765,42072064.0,1638.400,26980565.500,229932083.100,0.0,0.0,716735.900,1008024.700
48.475,13.071,35.596,0.196,0.0,2.662,37461708.800,17612.800,26951795.700,229708856.600,0.0,0.0,714937.200,1005779.0
48.632,12.996,35.561,0.188,0.0,2.623,34395750.400,4864.0,27032304.300,230322123.500,0.0,0.0,716101.100,1007274.400
48.939,12.871,35.261,0.168,0.0,2.762,31243059.200,1638.400,27139120.600,231172206.800,0.0,0.0,720406.200,1008587.600
48.783,12.936,35.439,0.151,0.0,2.692,28231680.0,1638.400,27089515.800,231111278.200,0.0,0.0,716667.100,1006942.600
48.466,12.841,35.895,0.133,0.0,2.665,25281740.800,4454.400,27031569.700,230197127.800,0.0,0.0,716373.500,1007579.200
48.418,13.070,35.717,0.132,0.0,2.663,24063180.800,1638.400,27016849.500,230055110.500,0.0,0.0,715657.700,1006667.400
