"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","smblade04",,,,"User:","fipar"
"Cmdline:","dstat --output=/home/fipar/perf-32/dstat-mem110-wt-ext4-wt2-pareto-100-oltp_ro.log 10",,,,"Date:","01 Jun 2016 02:52:13 EDT"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw"
15.193,4.489,79.169,0.256,0.0,0.893,2421513.499,44021215.776,0.0,0.0,17844.066,100730.485,218319.995,333209.279
11.170,3.262,72.428,12.723,0.0,0.416,222035097.600,31515852.800,6630145.900,56537248.300,0.0,0.0,142200.800,161812.800
50.190,13.743,28.654,4.682,0.0,2.731,334693171.200,1638.400,26873414.500,229220071.600,0.0,0.0,713673.800,983480.200
49.788,13.864,32.318,1.314,0.0,2.716,195843686.400,13260.800,27065256.400,230941573.500,0.0,0.0,716329.100,996672.800
49.415,13.705,33.258,0.894,0.0,2.727,145787289.600,1638.400,27043337.700,230271402.300,0.0,0.0,714283.400,996640.400
49.254,13.523,33.816,0.692,0.0,2.715,116956774.400,1638.400,27127738.200,231400060.300,0.0,0.0,715354.200,996885.600
49.228,13.616,33.850,0.562,0.0,2.743,96681984.0,5222.400,27124739.500,231211973.300,0.0,0.0,713521.400,997496.0
49.230,13.474,34.124,0.460,0.0,2.712,80462643.200,1638.400,27105731.500,231236327.600,0.0,0.0,713261.600,998917.300
48.687,13.597,34.593,0.388,0.0,2.735,69587763.200,1638.400,27052367.700,230828135.400,0.0,0.0,713466.0,1000156.300
48.935,13.349,34.635,0.343,0.0,2.738,60807577.600,1945.600,27038849.700,230509591.700,0.0,0.0,714287.800,995394.900
48.910,13.360,34.649,0.299,0.0,2.782,53767782.400,1638.400,27151984.400,231697669.400,0.0,0.0,713088.0,999374.500
48.834,13.386,34.847,0.264,0.0,2.670,47939584.0,1638.400,27041733.600,230733535.100,0.0,0.0,711384.400,996504.400
48.677,13.391,34.989,0.234,0.0,2.709,42215833.600,1945.600,27040098.500,230431532.900,0.0,0.0,712285.900,998882.0
49.079,13.278,34.716,0.206,0.0,2.722,37788569.600,11468.800,27141508.600,231327128.500,0.0,0.0,716424.800,997691.100
48.637,13.241,35.212,0.186,0.0,2.723,34414182.400,4096.0,27025638.100,230245779.400,0.0,0.0,710380.200,996384.800
48.549,13.670,34.957,0.169,0.0,2.655,31123456.0,1996.800,27048160.300,230362767.900,0.0,0.0,710820.100,996432.500
48.651,13.182,35.401,0.153,0.0,2.613,28092006.400,1638.400,27002852.0,230388240.100,0.0,0.0,710041.0,995532.900
48.828,13.310,35.011,0.145,0.0,2.707,25473024.0,1638.400,27090889.900,230818987.300,0.0,0.0,712544.100,999791.500
48.608,13.458,35.084,0.133,0.0,2.718,24177868.800,7731.200,27048288.500,230359071.500,0.0,0.0,714636.600,999950.900
