"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","smblade04",,,,"User:","fipar"
"Cmdline:","dstat --output=/home/fipar/perf-32/dstat-mem80-rocks-ext4-rocks0-pareto-100-oltp_ro.log 10",,,,"Date:","01 Jun 2016 01:37:46 EDT"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw"
14.960,4.441,79.466,0.250,0.0,0.883,1862241.979,44250603.435,0.0,0.0,17969.636,101439.332,215694.219,329654.847
20.935,4.799,65.027,8.371,0.0,0.869,222222694.400,69693388.800,8058475.400,68672356.500,0.0,0.0,212730.900,278667.500
57.857,11.636,25.365,2.644,0.0,2.498,224305254.400,1638.400,21763009.800,185495230.200,0.0,0.0,613145.100,861751.400
57.336,11.504,27.339,1.406,0.0,2.415,140999475.200,1945.600,21885315.500,186679529.300,0.0,0.0,611706.400,869630.300
57.016,11.700,27.762,1.048,0.0,2.474,109397196.800,4300.800,21948391.700,186936146.300,0.0,0.0,610526.300,871134.900
57.195,11.378,28.067,0.863,0.0,2.498,90519142.400,1638.400,22026448.700,187492819.900,0.0,0.0,613303.600,871363.300
57.176,11.236,28.439,0.729,0.0,2.422,77658931.200,1945.600,21982897.200,187583087.100,0.0,0.0,609223.900,872284.600
56.987,11.227,28.569,0.643,0.0,2.575,68299571.200,2662.400,21976610.800,186941193.500,0.0,0.0,608057.200,871535.300
57.136,11.270,28.571,0.555,0.0,2.468,59403468.800,1638.400,22056172.800,188168291.0,0.0,0.0,607664.100,871679.100
57.147,11.155,28.797,0.492,0.0,2.410,53463040.0,1945.600,22063768.200,187614536.700,0.0,0.0,609174.300,870721.400
56.623,11.373,29.150,0.442,0.0,2.412,48600268.800,2662.400,21905044.600,187274367.700,0.0,0.0,606339.900,871116.400
56.829,11.075,29.281,0.399,0.0,2.416,43538432.0,1638.400,21937742.300,187280317.900,0.0,0.0,605843.500,870673.100
56.385,11.422,29.372,0.375,0.0,2.447,39975321.600,1945.600,21939387.400,186851121.900,0.0,0.0,606715.400,872652.300
56.670,11.095,29.484,0.337,0.0,2.414,36978278.400,17459.200,21958407.800,187389242.200,0.0,0.0,606892.0,873306.300
56.798,11.265,29.159,0.316,0.0,2.462,34068480.0,4096.0,22013257.100,187671573.800,0.0,0.0,607684.300,873549.800
57.078,11.280,28.904,0.286,0.0,2.452,31288524.800,1996.800,22092482.0,188186412.300,0.0,0.0,608013.600,874314.700
56.737,11.160,29.406,0.274,0.0,2.423,29190144.0,6758.400,22041295.0,187552043.100,0.0,0.0,605598.900,870395.500
56.595,11.325,29.412,0.253,0.0,2.415,27391180.800,4915.200,22103254.300,188405090.700,0.0,0.0,607823.600,873684.900
56.838,11.269,29.239,0.229,0.0,2.426,25166643.200,1945.600,22047536.200,187930035.600,0.0,0.0,612358.800,874440.300
