"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","smblade04",,,,"User:","fipar"
"Cmdline:","dstat --output=/home/fipar/perf-32/dstat-mem30-rocks-ext4-rocks0-uniform-100-oltp_ro.log 10",,,,"Date:","31 May 2016 23:11:08 EDT"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw"
14.604,4.339,79.970,0.231,0.0,0.856,416328.678,44680665.690,0.0,0.0,18222.182,102864.964,209943.031,322944.792
24.169,7.396,59.541,7.343,0.0,1.551,254546790.400,46607052.800,15610106.500,34056002.200,0.0,0.0,340961.0,429742.0
49.042,14.526,29.056,4.106,0.0,3.271,314605568.0,16025.600,32080493.900,69876857.800,0.0,0.0,705106.0,909858.400
48.414,14.453,31.226,2.438,0.0,3.468,242576588.800,1228.800,32286998.400,70774890.100,0.0,0.0,701940.100,909938.900
47.994,14.610,32.253,1.862,0.0,3.281,204275712.0,1228.800,32266388.600,70660420.500,0.0,0.0,701399.800,908695.800
47.998,14.266,32.855,1.557,0.0,3.324,182659891.200,3123.200,32418070.500,70944695.800,0.0,0.0,697408.500,909365.500
47.750,13.932,33.721,1.289,0.0,3.308,160893747.200,1228.800,32378725.100,70657903.900,0.0,0.0,692140.500,901821.100
47.056,13.514,35.126,1.074,0.0,3.232,139112448.0,1228.800,32019967.300,69965178.500,0.0,0.0,687527.500,898248.200
46.413,13.167,36.190,1.035,0.0,3.195,133192089.600,1484.800,31623778.900,69374591.800,0.0,0.0,684594.200,892681.0
46.498,13.106,36.188,1.019,0.0,3.190,133063475.200,1228.800,31528645.600,69252866.100,0.0,0.0,682868.300,889204.900
46.189,13.108,36.463,1.027,0.0,3.213,131679436.800,1228.800,31541059.400,68856707.100,0.0,0.0,682906.800,891288.500
46.400,13.116,36.270,1.016,0.0,3.198,131713433.600,1484.800,31522925.100,68701173.0,0.0,0.0,682532.400,890103.0
46.387,13.000,36.465,1.018,0.0,3.130,131188736.0,1228.800,31556569.100,68934344.500,0.0,0.0,679888.800,883269.0
46.533,12.946,36.256,1.033,0.0,3.232,131202252.800,18841.600,31543484.0,68827952.100,0.0,0.0,688161.500,888329.600
46.399,12.942,36.521,1.031,0.0,3.107,131068723.200,4044.800,31569377.700,68710525.100,0.0,0.0,680219.700,885159.800
46.443,12.980,36.293,1.030,0.0,3.254,130870476.800,1228.800,31577179.500,69060103.600,0.0,0.0,681767.300,888368.200
46.524,12.965,36.486,1.033,0.0,2.993,130485452.800,1228.800,31523555.400,68902390.900,0.0,0.0,681894.500,889549.200
46.210,12.903,36.569,1.028,0.0,3.290,129964441.600,5632.0,31503260.900,68673070.0,0.0,0.0,686145.500,888085.600
46.139,12.982,36.614,1.018,0.0,3.248,129853440.0,1228.800,31403461.300,68518958.500,0.0,0.0,679099.400,885589.100
