"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","smblade04",,,,"User:","fipar"
"Cmdline:","dstat --output=/home/fipar/perf-32/dstat-mem70-rocks-ext4-rocks0-pareto-100-oltp_ro.log 10",,,,"Date:","01 Jun 2016 01:34:38 EDT"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw"
14.950,4.439,79.479,0.250,0.0,0.883,1841887.079,44263743.601,0.0,0.0,17974.973,101469.458,215591.422,329509.537
21.007,5.123,65.503,7.557,0.0,0.809,217845708.800,27494.400,7769289.200,66260181.400,0.0,0.0,230208.800,314883.200
52.480,11.937,30.979,2.523,0.0,2.081,208469196.800,15155.200,19423701.900,165445630.400,0.0,0.0,605869.700,864778.100
51.946,11.778,32.727,1.418,0.0,2.131,132701798.400,4915.200,19503939.300,166533913.100,0.0,0.0,595064.300,863862.800
51.789,11.949,33.217,1.044,0.0,2.001,103168819.200,1638.400,19518766.700,166177263.0,0.0,0.0,592550.0,862677.800
51.660,11.965,33.366,0.866,0.0,2.142,86386278.400,5990.400,19573918.600,166542648.800,0.0,0.0,591679.900,862262.100
51.744,11.555,33.902,0.750,0.0,2.049,74402611.200,4505.600,19529470.0,166512435.500,0.0,0.0,593624.400,864132.900
51.986,11.311,33.979,0.650,0.0,2.074,65671987.200,1638.400,19557018.600,166516816.700,0.0,0.0,592431.300,863582.300
51.391,11.729,34.355,0.568,0.0,1.957,57824460.800,1894.400,19503300.0,165975668.800,0.0,0.0,588423.0,860945.600
51.612,11.578,34.237,0.475,0.0,2.098,51981516.800,1638.400,19526486.900,166688363.900,0.0,0.0,589206.600,862355.200
51.140,11.850,34.489,0.423,0.0,2.098,47048294.400,1638.400,19522846.300,165946587.700,0.0,0.0,589412.500,863016.500
51.239,11.755,34.549,0.390,0.0,2.067,43509350.400,1894.400,19524464.300,166656531.500,0.0,0.0,591054.800,862616.500
51.659,11.478,34.509,0.352,0.0,2.002,39503872.0,1638.400,19553273.100,166638341.100,0.0,0.0,588391.300,861542.200
51.128,11.522,34.963,0.319,0.0,2.068,36128460.800,19251.200,19466683.800,166121377.700,0.0,0.0,587213.500,860648.900
51.166,11.614,34.812,0.312,0.0,2.096,34190950.400,3225.600,19517949.100,166552805.900,0.0,0.0,586538.200,859050.400
51.148,11.774,34.681,0.283,0.0,2.114,31442124.800,1638.400,19494588.700,166058548.700,0.0,0.0,587926.700,860651.700
51.335,11.438,34.817,0.261,0.0,2.149,29427712.0,1638.400,19531669.900,166389441.100,0.0,0.0,588258.0,862620.400
51.349,11.477,34.855,0.246,0.0,2.073,27026636.800,6041.600,19533781.200,166698695.300,0.0,0.0,587660.600,862161.700
51.336,11.640,34.772,0.235,0.0,2.017,25803980.800,1638.400,19632443.600,166894302.600,0.0,0.0,588557.0,862708.0
