"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","smblade04",,,,"User:","fipar"
"Cmdline:","dstat --output=/home/fipar/perf-32/dstat-mem50-wt-ext4-wt2-uniform-100-oltp_ro.log 10",,,,"Date:","01 Jun 2016 00:22:44 EDT"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw"
14.786,4.397,79.707,0.240,0.0,0.871,1173036.168,44467513.321,0.0,0.0,18097.994,102163.918,212862.572,326363.867
11.384,3.907,73.603,10.420,0.0,0.686,203533772.800,21011763.200,9741429.800,21290072.900,0.0,0.0,171825.0,190543.500
39.556,12.169,31.794,13.469,0.0,3.013,461016268.800,2457.600,33191853.300,72323524.300,0.0,0.0,666508.0,812164.500
41.429,12.437,39.717,3.144,0.0,3.273,333366476.800,13260.800,34808018.500,76248374.800,0.0,0.0,709640.500,875873.500
40.733,12.329,41.960,1.724,0.0,3.253,247100620.800,1638.400,34989343.100,76534727.300,0.0,0.0,706492.300,872030.600
40.461,12.169,43.028,1.163,0.0,3.179,184925388.800,1638.400,35057298.700,76627209.700,0.0,0.0,703181.900,870741.100
40.274,11.846,43.857,0.815,0.0,3.209,138624204.800,5171.200,35138610.100,76689207.300,0.0,0.0,701456.700,870114.700
40.221,11.778,44.144,0.595,0.0,3.261,104202649.600,1638.400,35010264.600,76592311.900,0.0,0.0,703069.100,873715.400
40.415,11.561,44.332,0.437,0.0,3.255,77681868.800,1638.400,34899688.100,76772970.400,0.0,0.0,707248.600,873994.0
40.317,11.593,44.573,0.310,0.0,3.207,57597542.400,1945.600,34840847.300,76317217.300,0.0,0.0,697380.300,867549.0
40.331,11.809,44.431,0.237,0.0,3.191,44114329.600,1638.400,34987368.600,76021214.100,0.0,0.0,698706.300,868991.900
40.161,11.700,44.813,0.177,0.0,3.149,32875724.800,1638.400,34762608.200,76110536.700,0.0,0.0,696825.800,869179.700
40.120,11.615,44.952,0.133,0.0,3.180,24890572.800,5171.200,34694258.900,75663132.100,0.0,0.0,694663.600,866116.100
40.315,11.578,44.814,0.098,0.0,3.195,18135142.400,18022.400,34714241.400,75576004.100,0.0,0.0,697484.300,866274.800
40.487,11.577,44.755,0.081,0.0,3.101,14283980.800,4505.600,34741465.100,75936803.300,0.0,0.0,695303.200,868921.0
40.113,11.609,45.132,0.061,0.0,3.085,10462003.200,5222.400,34646926.900,75736429.600,0.0,0.0,691639.100,862606.300
40.183,11.470,45.133,0.039,0.0,3.175,7829913.600,1638.400,34653427.300,75619327.800,0.0,0.0,692788.0,864925.900
40.259,11.562,45.066,0.031,0.0,3.082,5965824.0,6553.600,34705328.100,75537907.400,0.0,0.0,696154.800,868308.600
40.197,11.582,45.102,0.024,0.0,3.095,4458496.0,4403.200,34651124.300,75821872.200,0.0,0.0,692686.800,867227.700
