"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","smblade04",,,,"User:","fipar"
"Cmdline:","dstat --output=/home/fipar/perf-32/dstat-mem30-wt-ext4-wt2-pareto-100-oltp_ro.log 10",,,,"Date:","01 Jun 2016 02:27:02 EDT"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw"
15.121,4.470,79.266,0.254,0.0,0.889,2214385.641,44122063.054,0.0,0.0,17886.352,100969.189,217246.623,331779.344
15.948,4.295,63.928,15.154,0.0,0.676,272279091.200,32409.600,9263170.700,78995885.800,0.0,0.0,215495.400,255881.0
49.779,13.504,30.736,3.157,0.0,2.825,306536038.400,1638.400,26797758.600,228645514.800,0.0,0.0,723081.0,1004050.300
48.814,13.208,34.040,1.234,0.0,2.704,187067187.200,11622.400,26682766.800,227505387.300,0.0,0.0,719460.900,1007858.900
48.503,13.312,34.609,0.864,0.0,2.713,141466009.600,1638.400,26767971.600,228048450.200,0.0,0.0,717945.600,1008296.800
48.866,13.088,34.638,0.778,0.0,2.630,127427379.200,1638.400,26738159.500,228059292.400,0.0,0.0,719329.800,1012897.100
49.091,12.925,34.633,0.699,0.0,2.652,113779507.200,8499.200,26670069.500,227097860.800,0.0,0.0,718319.400,1007404.200
49.392,12.819,34.524,0.630,0.0,2.635,101122048.0,1638.400,26633590.100,227138556.800,0.0,0.0,715607.400,1003551.0
49.642,12.686,34.352,0.567,0.0,2.753,91957248.0,1638.400,26633376.0,227165724.700,0.0,0.0,715298.500,1006250.700
49.705,12.676,34.417,0.512,0.0,2.689,83939328.0,5171.200,26630522.0,227054177.800,0.0,0.0,712011.600,998712.200
49.507,12.821,34.490,0.446,0.0,2.736,74552115.200,1638.400,26596269.800,226879152.300,0.0,0.0,712286.200,998749.100
49.471,12.915,34.553,0.398,0.0,2.664,67652403.200,1638.400,26557112.600,226582879.400,0.0,0.0,709812.400,996630.900
49.557,12.616,34.734,0.346,0.0,2.748,61487923.200,1894.400,26594310.300,226648230.0,0.0,0.0,709595.100,996586.100
49.629,12.590,34.777,0.327,0.0,2.677,56755097.600,13926.400,26534508.300,226358352.600,0.0,0.0,708676.700,997839.400
49.790,12.679,34.535,0.308,0.0,2.687,54470656.0,2867.200,26607447.300,226889365.700,0.0,0.0,714223.200,999159.500
49.740,12.827,34.424,0.283,0.0,2.726,50453299.200,1945.600,26612940.400,226793963.800,0.0,0.0,709713.400,1000321.200
49.743,12.655,34.687,0.267,0.0,2.649,48257843.200,1638.400,26616032.600,226738242.300,0.0,0.0,709308.0,997432.400
49.613,12.671,34.816,0.248,0.0,2.651,46019379.200,2867.200,26571235.200,226504445.500,0.0,0.0,707327.0,996613.500
49.883,12.657,34.575,0.251,0.0,2.635,45227622.400,4403.200,26658238.500,226930411.900,0.0,0.0,712096.100,1000431.200
