"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","smblade04",,,,"User:","fipar"
"Cmdline:","dstat --output=/home/fipar/perf-32/dstat-mem60-rocks-ext4-rocks0-pareto-100-oltp_ro.log 10",,,,"Date:","01 Jun 2016 01:31:29 EDT"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw"
14.939,4.437,79.492,0.249,0.0,0.882,1821089.517,44275442.931,0.0,0.0,17980.321,101499.647,215484.815,329360.500
19.898,4.899,66.184,8.317,0.0,0.702,215278336.0,46609408.0,7602860.100,64858591.900,0.0,0.0,212987.200,284998.500
55.031,11.783,28.188,2.655,0.0,2.342,219269939.200,1638.400,20640326.500,175856558.200,0.0,0.0,611318.300,871689.300
54.670,11.629,30.041,1.424,0.0,2.236,137634201.600,12748.800,20784349.900,177340943.100,0.0,0.0,608010.400,875929.700
54.356,11.795,30.452,1.063,0.0,2.335,107633868.800,1638.400,20889512.100,177913937.800,0.0,0.0,612912.800,877339.700
54.379,11.611,30.813,0.869,0.0,2.329,88769331.200,1638.400,20879485.0,177643444.900,0.0,0.0,604546.0,874481.600
54.201,11.425,31.248,0.745,0.0,2.381,76505088.0,3532.800,20887374.600,177903471.800,0.0,0.0,605424.400,876619.600
54.023,11.579,31.459,0.661,0.0,2.279,67420160.0,1638.400,20904266.900,178066642.0,0.0,0.0,604462.200,876726.600
53.717,11.695,31.815,0.567,0.0,2.206,58578534.400,1638.400,20789519.100,177177425.700,0.0,0.0,606422.800,874742.900
53.864,11.505,31.916,0.479,0.0,2.236,52602060.800,1894.400,20783554.0,177157433.600,0.0,0.0,602464.500,875474.600
53.867,11.497,31.926,0.417,0.0,2.294,47808512.0,1638.400,20828028.0,177574195.900,0.0,0.0,603690.0,877912.600
53.826,11.618,31.921,0.387,0.0,2.248,44027494.400,1638.400,20875282.0,177992204.400,0.0,0.0,603532.900,877994.300
54.069,11.334,31.966,0.342,0.0,2.288,39550976.0,1894.400,20837891.100,177778508.200,0.0,0.0,604662.500,879032.100
53.982,11.596,31.836,0.321,0.0,2.265,37066444.800,13926.400,20878614.300,178161121.400,0.0,0.0,604264.500,877806.600
53.624,11.616,32.167,0.303,0.0,2.291,34256896.0,4096.0,20822560.0,177408709.800,0.0,0.0,601279.400,875645.0
53.867,11.454,32.186,0.275,0.0,2.218,31527731.200,1996.800,20878482.700,177845136.900,0.0,0.0,603065.900,878626.900
53.994,11.347,32.146,0.252,0.0,2.262,28839526.400,1638.400,20865541.900,177788359.500,0.0,0.0,601895.500,876308.700
53.837,11.715,31.927,0.235,0.0,2.285,27411251.200,1638.400,20906492.300,177779264.400,0.0,0.0,603035.700,877093.700
53.763,11.369,32.290,0.224,0.0,2.354,25570099.200,6041.600,20856804.600,178015403.200,0.0,0.0,602413.600,878027.700
