"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","smblade04",,,,"User:","fipar"
"Cmdline:","dstat --output=/home/fipar/perf-32/dstat-mem200-wt-ext4-wt2-uniform-100-oltp_ro.log 10",,,,"Date:","01 Jun 2016 01:10:13 EDT"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw"
14.886,4.427,79.561,0.246,0.0,0.880,1635588.425,44274711.054,0.0,0.0,18016.544,101704.130,214863.004,328580.468
11.089,3.865,73.752,10.655,0.0,0.639,197141657.600,31523584.0,9372184.100,20501785.100,0.0,0.0,166534.100,185883.100
38.987,12.058,32.252,13.664,0.0,3.040,460730777.600,6963.200,32973631.900,71831745.900,0.0,0.0,664946.500,809729.600
41.106,12.694,39.769,3.193,0.0,3.237,334543257.600,1638.400,34712525.200,76049222.700,0.0,0.0,713130.100,878872.200
40.628,12.281,42.102,1.756,0.0,3.233,248039014.400,12339.200,34896168.200,76333202.600,0.0,0.0,705032.0,873909.100
40.391,12.090,43.104,1.169,0.0,3.246,186210713.600,1638.400,35113313.600,76767554.0,0.0,0.0,703761.300,872926.300
39.969,12.144,43.868,0.831,0.0,3.188,139626496.0,1638.400,35180218.400,76790779.100,0.0,0.0,704334.400,876225.900
39.852,12.021,44.353,0.594,0.0,3.180,104694169.600,6860.800,35016879.0,76551694.100,0.0,0.0,704881.900,876051.200
39.920,11.740,44.827,0.435,0.0,3.079,78192230.400,1638.400,34929049.200,76810057.500,0.0,0.0,699984.800,876471.900
39.508,11.755,45.250,0.319,0.0,3.167,58148044.800,1638.400,34935554.400,76628852.700,0.0,0.0,698417.600,874126.300
39.307,11.830,45.475,0.238,0.0,3.150,44226560.0,1945.600,34919137.800,75933436.0,0.0,0.0,697440.800,873279.300
39.493,11.690,45.477,0.178,0.0,3.162,33153843.200,1638.400,34962215.0,76359362.800,0.0,0.0,698951.0,872969.400
39.340,11.700,45.657,0.135,0.0,3.169,25142067.200,1638.400,35014685.700,76430761.600,0.0,0.0,698671.600,875755.200
39.475,11.810,45.555,0.098,0.0,3.062,18437427.200,18739.200,35086065.100,76371768.100,0.0,0.0,700371.200,878037.800
39.387,11.755,45.642,0.079,0.0,3.136,14167244.800,4096.0,35038515.300,76719352.0,0.0,0.0,698795.700,876129.900
39.250,11.613,45.883,0.057,0.0,3.196,10602086.400,1638.400,35034290.200,76495079.300,0.0,0.0,697867.500,873936.200
39.194,11.896,45.755,0.042,0.0,3.113,7867596.800,1996.800,35037503.100,76456584.400,0.0,0.0,699684.800,877149.600
39.257,11.665,45.883,0.046,0.0,3.149,5952716.800,1638.400,35030970.500,76269598.500,0.0,0.0,697918.200,874439.200
39.318,11.671,45.904,0.022,0.0,3.085,4412211.200,6144.0,35017376.500,76610492.400,0.0,0.0,698041.600,874633.200
