"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","smblade04",,,,"User:","fipar"
"Cmdline:","dstat --output=/home/fipar/perf-32/dstat-mem210-wt-ext4-wt2-pareto-100-oltp_ro.log 10",,,,"Date:","01 Jun 2016 03:23:47 EDT"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw"
15.282,4.512,79.049,0.259,0.0,0.897,2673455.222,43896145.621,0.0,0.0,17791.370,100433.013,219659.280,334995.905
11.225,3.250,72.286,12.824,0.0,0.416,221278976.0,31520768.0,6590492.700,56236702.300,0.0,0.0,141040.300,162015.800
49.902,14.264,28.308,4.736,0.0,2.790,334360576.0,12288.0,26748746.500,228508352.600,0.0,0.0,714472.300,983554.500
49.389,14.219,32.374,1.316,0.0,2.702,195437363.200,15308.800,26892954.200,229789305.600,0.0,0.0,714905.100,994410.100
49.315,13.897,33.266,0.893,0.0,2.628,145703321.600,2457.600,26921245.700,229678872.700,0.0,0.0,717167.700,996785.700
49.338,13.618,33.713,0.685,0.0,2.646,117032140.800,2457.600,26998404.800,230758506.200,0.0,0.0,713456.100,996025.500
48.864,13.973,33.896,0.560,0.0,2.706,96439091.200,6041.600,26941361.200,230142863.500,0.0,0.0,711673.700,995185.300
48.717,13.572,34.562,0.453,0.0,2.697,80474112.0,2457.600,26907627.200,230007458.800,0.0,0.0,710557.0,994406.700
48.494,13.718,34.712,0.393,0.0,2.683,69419417.600,16384.0,26886437.300,229627690.400,0.0,0.0,709400.200,991610.800
48.861,13.496,34.618,0.341,0.0,2.683,60887859.200,3584.0,26913701.800,229964992.400,0.0,0.0,712538.600,993942.800
48.727,13.479,34.774,0.293,0.0,2.726,53742796.800,5734.400,26922799.300,230177238.900,0.0,0.0,709427.100,993292.900
48.711,13.678,34.770,0.263,0.0,2.579,48024780.800,9420.800,26917402.400,230033597.200,0.0,0.0,709072.300,992398.600
48.581,13.166,35.402,0.236,0.0,2.615,42222387.200,2764.800,26850130.200,229309794.400,0.0,0.0,708426.900,993119.900
48.667,13.613,34.798,0.204,0.0,2.718,37774643.200,4096.0,26969456.300,230366703.700,0.0,0.0,714334.600,1001394.200
48.400,13.747,34.969,0.186,0.0,2.698,34625126.400,2457.600,26973518.600,230211998.800,0.0,0.0,712236.200,999683.0
48.576,13.504,35.050,0.165,0.0,2.705,31111577.600,2867.200,26920872.200,229825484.400,0.0,0.0,710066.500,996951.700
48.292,13.814,35.113,0.154,0.0,2.628,28318924.800,2457.600,26935248.600,230186939.100,0.0,0.0,708569.300,993036.600
48.274,13.595,35.357,0.134,0.0,2.641,25400934.400,2457.600,26891427.600,229575619.400,0.0,0.0,713915.300,994701.900
48.432,13.563,35.174,0.127,0.0,2.704,24164352.0,5273.600,26909196.700,229680661.0,0.0,0.0,706464.700,989241.200
