"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","smblade04",,,,"User:","fipar"
"Cmdline:","dstat --output=/home/fipar/perf-32/dstat-mem90-rocks-ext4-rocks0-pareto-100-oltp_ro.log 10",,,,"Date:","01 Jun 2016 01:40:55 EDT"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw"
14.971,4.443,79.452,0.250,0.0,0.883,1883370.633,44239283.441,0.0,0.0,17964.295,101409.182,215801.694,329802.065
21.250,4.860,64.617,8.477,0.0,0.797,222574233.600,28620.800,8074218.0,68812499.900,0.0,0.0,217157.500,285221.400
57.170,11.683,26.121,2.617,0.0,2.409,221559193.600,2457.600,21402440.700,182443323.300,0.0,0.0,608496.400,855479.200
57.221,11.668,27.255,1.405,0.0,2.452,140675481.600,16947.200,21730320.100,185321539.500,0.0,0.0,610064.700,860807.100
56.709,11.839,28.032,1.049,0.0,2.371,108750848.0,1638.400,21684098.700,184708440.300,0.0,0.0,605179.300,862930.700
57.175,11.590,28.068,0.859,0.0,2.308,90142310.400,1638.400,21779999.0,185365090.100,0.0,0.0,604694.500,863014.400
57.016,11.524,28.334,0.734,0.0,2.391,77545062.400,1945.600,21802995.900,186012249.900,0.0,0.0,604260.600,863658.900
56.798,11.471,28.611,0.647,0.0,2.473,68032512.0,1638.400,21727486.800,185257986.0,0.0,0.0,602961.800,861400.500
56.824,11.791,28.428,0.556,0.0,2.401,59398963.200,1638.400,21833121.100,186311402.300,0.0,0.0,605184.300,866323.0
56.699,11.523,28.959,0.467,0.0,2.353,53280358.400,1945.600,21745440.300,185077340.800,0.0,0.0,601795.500,862894.100
56.594,11.595,29.050,0.416,0.0,2.345,48723148.800,1638.400,21830646.500,186169073.100,0.0,0.0,604728.800,867316.800
56.686,11.457,29.123,0.370,0.0,2.364,43477401.600,1638.400,21755471.200,185549839.300,0.0,0.0,604835.700,867886.900
56.553,11.363,29.398,0.343,0.0,2.344,39926169.600,1945.600,21710001.700,185119971.700,0.0,0.0,605323.700,864950.100
56.516,11.489,29.306,0.316,0.0,2.374,36988928.0,15974.400,21720485.200,185254291.700,0.0,0.0,601757.800,864220.700
56.763,11.295,29.311,0.300,0.0,2.330,33970995.200,2867.200,21787371.800,185714565.800,0.0,0.0,602051.300,864200.100
56.608,11.409,29.328,0.266,0.0,2.389,31294668.800,2048.0,21784034.600,185536801.900,0.0,0.0,603156.800,866414.0
56.154,11.581,29.612,0.250,0.0,2.402,29042688.0,1638.400,21755933.300,185230850.0,0.0,0.0,606888.600,865528.400
56.526,11.417,29.366,0.238,0.0,2.453,27365376.0,1638.400,21796151.200,185626396.500,0.0,0.0,602690.200,866005.500
56.339,11.706,29.323,0.217,0.0,2.415,25110118.400,6092.800,21818946.500,185676579.200,0.0,0.0,602666.0,866158.100
