"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","smblade04",,,,"User:","fipar"
"Cmdline:","dstat --output=/home/fipar/perf-32/dstat-mem170-wt-ext4-wt2-uniform-100-oltp_ro.log 10",,,,"Date:","01 Jun 2016 01:00:44 EDT"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw"
14.866,4.421,79.590,0.245,0.0,0.878,1543404.125,44313588.787,0.0,0.0,18032.772,101795.737,214464.260,328139.506
11.323,3.935,73.077,10.996,0.0,0.669,201758668.800,32768.0,9641200.200,21090745.400,0.0,0.0,172320.300,193258.700
39.244,12.099,32.348,13.229,0.0,3.080,460781977.600,2457.600,33108315.0,72113213.900,0.0,0.0,667641.700,818753.500
41.069,12.643,39.856,3.121,0.0,3.310,333794508.800,1638.400,34784062.500,76195498.200,0.0,0.0,711606.500,882971.300
40.852,12.046,42.157,1.732,0.0,3.213,246649651.200,11673.600,34855641.800,76262243.600,0.0,0.0,707282.100,878681.900
40.349,11.826,43.342,1.143,0.0,3.340,185044172.800,1638.400,34963757.800,76424682.700,0.0,0.0,704770.100,879259.300
40.298,11.531,44.224,0.810,0.0,3.136,138436608.0,1638.400,34938030.500,76246771.0,0.0,0.0,703242.200,880127.900
39.894,11.699,44.689,0.596,0.0,3.122,104369766.400,8499.200,34901606.900,76350474.400,0.0,0.0,702756.900,881990.900
39.538,11.887,44.976,0.432,0.0,3.167,78240563.200,1638.400,34932757.100,76816270.600,0.0,0.0,705986.200,883150.500
38.718,12.008,45.623,0.321,0.0,3.330,57935872.0,1638.400,34800554.400,76294557.300,0.0,0.0,702049.700,884847.500
38.062,12.000,46.000,0.239,0.0,3.700,44195430.400,1945.600,34847169.700,75744698.900,0.0,0.0,700978.900,883708.700
37.813,11.863,46.445,0.184,0.0,3.696,33225113.600,1638.400,34916543.400,76347183.300,0.0,0.0,701875.900,884683.600
38.673,11.656,46.404,0.137,0.0,3.130,25279692.800,1638.400,34994610.700,76377379.200,0.0,0.0,706018.600,883754.100
39.901,11.178,46.306,0.102,0.0,2.512,18301030.400,19148.800,34951279.900,76055554.800,0.0,0.0,701087.500,882588.400
40.580,11.743,45.804,0.074,0.0,1.799,14320025.600,2867.200,35035209.100,76738169.400,0.0,0.0,701628.200,883304.300
39.209,11.844,46.014,0.059,0.0,2.873,10634854.400,1638.400,35057840.800,76506317.200,0.0,0.0,700185.300,880116.600
39.424,11.455,45.900,0.039,0.0,3.182,7900364.800,1996.800,35075570.900,76589701.500,0.0,0.0,700774.500,881046.100
39.211,11.583,46.012,0.031,0.0,3.163,5888819.200,1638.400,35052194.800,76383269.300,0.0,0.0,701861.300,878652.300
39.415,11.529,45.930,0.024,0.0,3.101,4488396.800,1638.400,35038626.600,76592148.100,0.0,0.0,700189.600,880267.0
