"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","smblade04",,,,"User:","fipar"
"Cmdline:","dstat --output=/home/fipar/perf-32/dstat-mem160-wt-ext4-wt2-pareto-100-oltp_ro.log 10",,,,"Date:","01 Jun 2016 03:08:00 EDT"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw"
15.238,4.500,79.109,0.258,0.0,0.895,2547654.381,43958577.168,0.0,0.0,17817.675,100581.506,218989.395,334101.520
11.741,3.311,71.384,13.120,0.0,0.445,227268966.400,31527321.600,6869953.100,58556388.500,0.0,0.0,147365.500,170466.200
49.713,13.724,29.397,4.438,0.0,2.728,330915840.0,1638.400,26792349.300,228549110.300,0.0,0.0,717516.700,989690.100
49.348,13.618,33.007,1.301,0.0,2.727,194793881.600,1638.400,26964874.600,230019509.800,0.0,0.0,718462.200,1000469.700
48.656,13.538,34.098,0.884,0.0,2.824,144816128.0,6860.800,26872850.100,228819707.800,0.0,0.0,717636.200,1004446.0
48.969,13.193,34.509,0.691,0.0,2.638,116595097.600,1638.400,27018593.500,230401365.0,0.0,0.0,723358.300,1010610.300
48.860,13.217,34.639,0.548,0.0,2.736,96335872.0,1638.400,26970311.100,229887751.400,0.0,0.0,717335.400,1005524.400
48.611,13.385,34.854,0.456,0.0,2.693,80522035.200,1945.600,27008723.300,230399977.700,0.0,0.0,717214.600,1006299.400
48.213,13.351,35.326,0.390,0.0,2.720,69307187.200,1638.400,26935941.500,229679455.0,0.0,0.0,713380.200,1000349.300
48.686,13.155,35.059,0.337,0.0,2.763,61265510.400,1638.400,27110518.100,231148844.300,0.0,0.0,718545.600,1006786.100
48.293,13.122,35.582,0.295,0.0,2.708,53385216.0,1945.600,26935154.100,229760542.800,0.0,0.0,713477.400,1001296.800
48.248,13.143,35.608,0.265,0.0,2.736,48030515.200,1638.400,26946730.100,229934240.600,0.0,0.0,713011.200,1000130.300
48.166,13.059,35.864,0.230,0.0,2.681,42068787.200,1638.400,26900504.400,229196531.300,0.0,0.0,711625.700,997739.800
48.652,12.863,35.669,0.202,0.0,2.613,37603020.800,10956.800,26893374.0,229158792.600,0.0,0.0,719478.300,1004460.300
48.117,12.966,36.060,0.190,0.0,2.667,34354790.400,4096.0,26881247.100,229035942.500,0.0,0.0,712461.100,1000888.700
47.982,13.334,35.863,0.162,0.0,2.659,31155814.400,4096.0,26924145.400,229370744.900,0.0,0.0,712658.200,1000669.700
48.009,12.979,36.116,0.149,0.0,2.747,28191539.200,11008.0,26856379.700,229028668.800,0.0,0.0,713782.700,1004116.400
48.221,12.971,35.933,0.138,0.0,2.736,25395200.0,3276.800,26903530.900,229345009.700,0.0,0.0,717653.500,1006558.800
48.105,13.009,36.120,0.127,0.0,2.639,24112332.800,3276.800,26880101.600,228934585.800,0.0,0.0,715317.200,1005010.100
