"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","smblade04",,,,"User:","fipar"
"Cmdline:","dstat --output=/home/fipar/perf-32/dstat-mem60-rocks-ext4-rocks0-uniform-100-oltp_ro.log 10",,,,"Date:","31 May 2016 23:20:34 EDT"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw"
14.630,4.347,79.932,0.233,0.0,0.858,522543.085,44651789.376,0.0,0.0,18205.735,102772.119,210343.305,323418.337
17.566,5.703,68.866,6.661,0.0,1.205,206723532.800,26982.400,11758699.400,25698418.800,0.0,0.0,251144.300,313282.400
48.389,15.056,28.165,4.974,0.0,3.416,336852582.400,2048.0,32900123.500,71649649.200,0.0,0.0,718008.500,920243.400
48.060,14.777,31.053,2.601,0.0,3.509,253327769.600,14848.0,33125957.500,72619813.100,0.0,0.0,714072.300,918331.0
47.583,14.495,32.561,1.900,0.0,3.461,201159065.600,1228.800,33074329.500,72402768.300,0.0,0.0,707704.900,915405.400
47.351,14.300,33.351,1.487,0.0,3.512,162574336.0,1228.800,33217850.100,72654541.800,0.0,0.0,704166.700,911033.800
47.327,14.212,33.802,1.181,0.0,3.479,131513548.800,3123.200,33366449.0,72789839.600,0.0,0.0,702934.400,910179.0
46.774,14.071,34.755,0.956,0.0,3.443,105818931.200,1228.800,33063259.500,72238633.100,0.0,0.0,699326.700,910142.500
46.506,14.275,35.110,0.778,0.0,3.331,85840281.600,1228.800,32842025.600,72189755.200,0.0,0.0,704887.400,915016.0
46.519,14.139,35.386,0.642,0.0,3.314,69908889.600,1484.800,32838239.700,72176928.900,0.0,0.0,700095.500,919269.100
46.245,14.204,35.616,0.516,0.0,3.419,56731238.400,1228.800,32989886.600,71822627.600,0.0,0.0,697405.400,913601.900
45.896,14.292,35.979,0.450,0.0,3.383,47758131.200,1228.800,33035980.200,72134033.500,0.0,0.0,695280.700,909675.300
46.417,13.888,35.969,0.371,0.0,3.356,39557939.200,1484.800,33032586.100,71858831.200,0.0,0.0,700120.0,912928.400
45.928,14.152,36.254,0.311,0.0,3.355,32260096.0,20889.600,33094455.600,72270906.200,0.0,0.0,697080.800,913761.500
45.814,14.014,36.587,0.256,0.0,3.329,26407321.600,2457.600,32906950.200,71727698.400,0.0,0.0,693899.400,911282.0
45.778,14.230,36.410,0.222,0.0,3.360,22017228.800,1587.200,33040832.400,72396279.700,0.0,0.0,694914.300,911554.800
46.067,13.744,36.669,0.178,0.0,3.342,18368512.0,1228.800,33002372.200,71979755.500,0.0,0.0,696851.300,912823.400
45.861,13.775,36.805,0.155,0.0,3.404,15245312.0,1228.800,33104004.500,72179987.600,0.0,0.0,692349.800,906318.400
45.890,13.941,36.639,0.125,0.0,3.405,12720128.0,5632.0,33120063.0,72158893.800,0.0,0.0,694201.600,910091.900
