"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","smblade04",,,,"User:","fipar"
"Cmdline:","dstat --output=/home/fipar/perf-32/dstat-mem190-wt-ext4-wt2-pareto-100-oltp_ro.log 10",,,,"Date:","01 Jun 2016 03:17:28 EDT"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw"
15.264,4.507,79.073,0.259,0.0,0.896,2623151.133,43921117.835,0.0,0.0,17801.892,100492.407,219391.063,334637.769
11.082,3.272,72.503,12.706,0.0,0.437,220451993.600,31532288.0,6552587.700,55900519.800,0.0,0.0,140061.800,160763.700
49.538,13.599,29.308,4.770,0.0,2.785,334295449.600,11878.400,26721668.600,227927538.500,0.0,0.0,719066.600,994399.400
49.785,13.295,32.928,1.300,0.0,2.692,196349952.0,3686.400,27049006.800,230710979.100,0.0,0.0,725103.0,1014502.100
49.107,13.206,34.039,0.894,0.0,2.754,145847091.200,7680.0,27009622.300,230002217.800,0.0,0.0,721580.700,1011047.700
49.075,13.019,34.547,0.679,0.0,2.680,116705280.0,2457.600,26988836.800,230147019.300,0.0,0.0,718684.700,1007604.800
48.708,13.282,34.713,0.546,0.0,2.751,96566067.200,2457.600,26999152.400,230324554.100,0.0,0.0,719953.0,1012625.800
48.654,13.263,34.953,0.460,0.0,2.669,80596992.0,2457.600,26974801.600,230395821.500,0.0,0.0,718606.200,1011145.800
48.953,12.757,35.234,0.380,0.0,2.674,69604556.800,2764.800,26982937.600,230110608.800,0.0,0.0,723785.600,1012647.0
48.644,13.096,35.303,0.331,0.0,2.625,60912844.800,2457.600,26992148.400,230194042.200,0.0,0.0,717333.100,1009046.500
48.562,12.823,35.636,0.293,0.0,2.686,53619507.200,2457.600,26994043.500,230305567.100,0.0,0.0,717366.700,1008786.100
48.466,12.788,35.821,0.263,0.0,2.661,48026419.200,2764.800,26940647.0,229871815.700,0.0,0.0,715352.200,1005130.100
48.142,12.854,36.099,0.227,0.0,2.678,42159308.800,2457.600,26878054.400,229164334.700,0.0,0.0,718224.900,1006124.300
47.976,13.033,36.083,0.197,0.0,2.710,37548544.0,2867.200,26843438.300,228746514.600,0.0,0.0,715182.700,1007606.300
48.088,12.995,36.021,0.185,0.0,2.711,34390835.200,2816.0,26875230.700,229058293.200,0.0,0.0,714945.900,1006190.900
48.180,12.739,36.273,0.168,0.0,2.641,31101747.200,2457.600,26916233.800,229316309.200,0.0,0.0,715893.800,1008657.600
48.229,12.797,36.097,0.151,0.0,2.726,28322611.200,2457.600,26927774.100,229561798.600,0.0,0.0,718152.0,1013243.300
48.148,12.784,36.249,0.135,0.0,2.684,25435340.800,5273.600,26979440.600,229967019.600,0.0,0.0,719635.800,1012972.400
48.436,12.687,36.138,0.127,0.0,2.612,24179097.600,4915.200,27031749.600,230214236.100,0.0,0.0,717518.200,1011040.0
