"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","smblade04",,,,"User:","fipar"
"Cmdline:","dstat --output=/home/fipar/perf-32/dstat-mem90-rocks-ext4-rocks0-uniform-100-oltp_ro.log 10",,,,"Date:","31 May 2016 23:30:03 EDT"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw"
14.656,4.355,79.895,0.234,0.0,0.860,609652.218,44613873.962,0.0,0.0,18189.215,102678.865,210748.402,323898.612
17.990,5.753,68.244,6.883,0.0,1.130,210195302.400,28518.400,12019837.0,26255320.400,0.0,0.0,255036.900,315546.900
47.883,15.201,28.480,4.917,0.0,3.519,335612313.600,2457.600,32898354.300,71610797.0,0.0,0.0,718099.600,909993.900
47.969,14.936,31.116,2.586,0.0,3.393,253028761.600,21913.600,33162302.600,72718367.700,0.0,0.0,713179.500,918034.0
47.313,14.814,32.429,1.889,0.0,3.555,201740697.600,1638.400,33226976.0,72797170.500,0.0,0.0,706852.200,909961.500
46.958,14.512,33.626,1.482,0.0,3.421,162390835.200,1638.400,33292046.300,72770632.400,0.0,0.0,703104.900,905562.600
47.131,14.412,33.878,1.182,0.0,3.397,131284172.800,4454.400,33417711.700,72940748.700,0.0,0.0,702879.800,907359.600
46.448,14.628,34.591,0.945,0.0,3.388,105859891.200,1638.400,33208950.300,72546512.400,0.0,0.0,701926.400,905870.0
46.565,14.457,34.863,0.772,0.0,3.343,85951692.800,1638.400,33017238.800,72570051.700,0.0,0.0,697554.0,908138.500
46.043,14.468,35.391,0.638,0.0,3.461,69626675.200,1945.600,33009523.700,72563548.200,0.0,0.0,696703.900,907864.0
46.078,14.265,35.726,0.535,0.0,3.396,56711577.600,1638.400,33154641.0,72189177.300,0.0,0.0,698540.500,911380.800
45.870,13.967,36.293,0.449,0.0,3.421,47550054.400,1638.400,33135239.600,72299936.800,0.0,0.0,693435.0,901478.400
46.111,14.183,35.900,0.383,0.0,3.424,39477248.0,1945.600,33262882.200,72355573.300,0.0,0.0,696613.100,907974.600
45.629,14.287,36.352,0.311,0.0,3.421,32055296.0,22937.600,33194536.500,72513923.800,0.0,0.0,694666.700,905428.500
45.855,14.218,36.207,0.258,0.0,3.461,26428211.200,2867.200,33206200.100,72340326.600,0.0,0.0,695857.600,909425.300
45.823,14.277,36.232,0.215,0.0,3.454,21872230.400,2048.0,33202839.500,72870530.700,0.0,0.0,700711.200,906273.100
45.715,14.163,36.540,0.186,0.0,3.396,18198528.0,1638.400,33215393.600,72373047.0,0.0,0.0,692951.800,904032.200
45.755,14.131,36.602,0.149,0.0,3.363,15149875.200,1638.400,33222235.900,72404764.400,0.0,0.0,693558.100,905233.800
45.422,14.236,36.814,0.122,0.0,3.406,12551782.400,6092.800,33165543.700,72302977.0,0.0,0.0,692141.100,904056.700
