"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","smblade04",,,,"User:","fipar"
"Cmdline:","dstat --output=/home/fipar/perf-32/dstat-mem50-wt-ext4-wt2-pareto-100-oltp_ro.log 10",,,,"Date:","01 Jun 2016 02:33:18 EDT"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw"
15.139,4.475,79.242,0.254,0.0,0.890,2269678.047,44096568.955,0.0,0.0,17875.816,100909.710,217515.852,332139.207
11.545,3.423,71.589,13.031,0.0,0.412,225163622.400,31515392.0,6770666.700,57757631.900,0.0,0.0,143874.200,164895.400
50.420,13.875,28.361,4.565,0.0,2.779,332743884.800,13977.600,26856029.400,229080860.400,0.0,0.0,716850.200,982504.400
49.649,13.914,32.350,1.325,0.0,2.762,195144089.600,1638.400,27011102.300,230394197.200,0.0,0.0,712635.400,987096.800
49.707,13.514,33.145,0.893,0.0,2.741,145505484.800,1638.400,27044222.300,230233051.500,0.0,0.0,712025.500,989751.200
49.288,13.574,33.763,0.674,0.0,2.700,116279296.0,6809.600,26934445.400,229737768.600,0.0,0.0,710841.600,990407.800
49.249,13.380,34.125,0.550,0.0,2.696,96076595.200,1638.400,26964058.900,229769445.400,0.0,0.0,713868.800,997616.500
49.131,13.263,34.481,0.455,0.0,2.670,80258252.800,1638.400,26960085.400,229885726.400,0.0,0.0,711844.700,994527.300
48.900,13.278,34.739,0.393,0.0,2.690,69310873.600,1894.400,26877298.200,229209166.0,0.0,0.0,710170.400,993694.400
49.006,13.192,34.775,0.338,0.0,2.688,60825190.400,1638.400,26924326.900,229589721.200,0.0,0.0,710657.100,994308.100
49.107,13.118,34.806,0.296,0.0,2.672,53406105.600,1638.400,26858349.400,229499617.900,0.0,0.0,709120.100,993778.200
48.907,12.927,35.294,0.270,0.0,2.601,48031744.0,5171.200,26895528.600,229744737.800,0.0,0.0,713019.700,992305.800
48.893,13.254,34.926,0.230,0.0,2.697,42156441.600,1638.400,26877757.900,229180108.700,0.0,0.0,710110.200,995405.900
48.628,13.588,34.868,0.208,0.0,2.707,37716070.400,14745.600,26917600.600,229546713.500,0.0,0.0,709013.600,993761.800
48.724,13.178,35.192,0.188,0.0,2.718,34506342.400,4812.800,26870112.800,229246658.500,0.0,0.0,708928.200,993402.800
48.717,12.977,35.493,0.170,0.0,2.644,30961664.0,1638.400,26883094.900,229156162.500,0.0,0.0,711676.700,992637.500
48.779,13.150,35.283,0.153,0.0,2.635,28332441.600,1638.400,26863885.400,229231908.0,0.0,0.0,706180.200,988950.800
48.504,12.971,35.713,0.136,0.0,2.676,25237913.600,4454.400,26733583.800,228084321.800,0.0,0.0,710614.500,997617.300
48.281,12.610,36.325,0.127,0.0,2.657,23812096.0,1638.400,26558854.900,226105947.100,0.0,0.0,712028.900,1005897.600
