"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","smblade04",,,,"User:","fipar"
"Cmdline:","dstat --output=/home/fipar/perf-32/dstat-mem100-rocks-ext4-rocks0-pareto-100-oltp_ro.log 10",,,,"Date:","01 Jun 2016 01:44:04 EDT"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw"
14.983,4.445,79.438,0.250,0.0,0.884,1904417.449,44226870.621,0.0,0.0,17958.956,101379.044,215907.914,329947.158
21.882,5.166,63.856,8.241,0.0,0.855,225266841.600,28006.400,8255670.800,70342824.700,0.0,0.0,231807.600,306189.700
56.014,12.068,27.113,2.556,0.0,2.249,215863705.600,15206.400,20801914.100,177601825.600,0.0,0.0,605062.500,856511.100
55.212,12.172,28.942,1.395,0.0,2.280,136833024.0,1638.400,20917085.200,178571106.100,0.0,0.0,600928.700,859959.0
55.605,11.894,29.174,1.045,0.0,2.282,107156275.200,1638.400,21032239.800,179185041.500,0.0,0.0,600743.500,862108.500
55.354,11.987,29.446,0.859,0.0,2.355,88701337.600,3532.800,21041882.400,179245932.600,0.0,0.0,599029.300,861078.400
55.995,11.712,29.169,0.736,0.0,2.388,76688998.400,1638.400,21128171.600,180321312.100,0.0,0.0,599729.600,860904.0
55.387,12.242,29.381,0.641,0.0,2.349,67421798.400,4915.200,21136494.100,180055192.700,0.0,0.0,597577.100,859788.300
55.362,11.798,29.971,0.558,0.0,2.311,58927104.0,1894.400,21055101.600,179593934.100,0.0,0.0,598034.100,863430.100
55.521,11.816,29.889,0.464,0.0,2.311,52570931.200,7782.400,21019758.900,179151108.300,0.0,0.0,595030.600,857564.400
55.342,11.945,29.973,0.418,0.0,2.322,48006758.400,1638.400,21113075.300,180179157.600,0.0,0.0,603143.800,862616.400
55.352,11.959,29.974,0.374,0.0,2.342,43953356.800,1894.400,21143072.500,180227661.700,0.0,0.0,597375.0,862240.400
55.495,11.776,30.233,0.343,0.0,2.153,39811072.0,1638.400,21143226.500,180280076.700,0.0,0.0,596870.900,862183.400
55.396,12.138,29.831,0.312,0.0,2.322,36912025.600,18841.600,21133461.0,180230620.300,0.0,0.0,595899.100,859913.600
54.969,11.865,30.570,0.295,0.0,2.300,33922662.400,3225.600,21049254.0,179286975.900,0.0,0.0,600684.800,861877.300
55.138,12.120,30.187,0.267,0.0,2.288,31573196.800,1638.400,21109972.600,179782696.100,0.0,0.0,597357.600,862994.500
55.579,11.722,30.143,0.253,0.0,2.302,28923494.400,1638.400,21175358.800,180523250.300,0.0,0.0,597323.200,863021.700
55.301,11.826,30.268,0.235,0.0,2.370,27425996.800,6041.600,21180584.600,180140157.100,0.0,0.0,597038.500,862596.800
55.123,11.974,30.363,0.226,0.0,2.314,25411993.600,1638.400,21150797.100,180372935.100,0.0,0.0,597382.300,863399.700
