"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","smblade04",,,,"User:","fipar"
"Cmdline:","dstat --output=/home/fipar/perf-32/dstat-mem160-rocks-ext4-rocks0-pareto-100-oltp_ro.log 10",,,,"Date:","01 Jun 2016 02:02:56 EDT"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw"
15.048,4.457,79.358,0.252,0.0,0.886,2028757.755,44152966.237,0.0,0.0,17927.012,101198.715,216531.264,330808.089
21.183,4.910,64.680,8.442,0.0,0.785,223419545.600,23101235.200,8136111.800,69337593.200,0.0,0.0,218802.200,289141.300
56.922,11.927,25.988,2.621,0.0,2.542,222879334.400,2457.600,21642159.0,184420437.300,0.0,0.0,614830.900,867404.700
56.401,11.801,27.929,1.391,0.0,2.477,140166758.400,1638.400,21730423.800,185306099.0,0.0,0.0,613536.0,875435.900
56.279,11.612,28.658,1.063,0.0,2.387,108915916.800,12800.0,21797951.900,185643010.600,0.0,0.0,615237.900,877463.100
56.307,11.650,28.642,0.860,0.0,2.541,90322944.0,1638.400,21901679.300,186357161.400,0.0,0.0,611447.300,876455.400
56.494,11.549,28.878,0.733,0.0,2.347,77652377.600,1638.400,21912482.100,187307122.100,0.0,0.0,610854.700,877851.800
55.980,11.602,29.346,0.642,0.0,2.431,68096409.600,3584.0,21815885.300,186025231.700,0.0,0.0,608045.0,873912.600
55.970,11.754,29.322,0.555,0.0,2.399,59107328.0,1638.400,21827937.300,186156357.900,0.0,0.0,610159.300,878530.100
56.156,11.621,29.306,0.466,0.0,2.451,53465497.600,1638.400,21918888.0,186557686.0,0.0,0.0,610333.800,877530.500
56.062,11.798,29.318,0.422,0.0,2.401,48781721.600,1945.600,21974345.900,187446424.200,0.0,0.0,611765.500,881667.100
55.865,11.659,29.618,0.366,0.0,2.490,43637145.600,1638.400,21874934.200,186584392.800,0.0,0.0,608811.0,878176.700
55.887,11.624,29.716,0.344,0.0,2.429,40024064.0,1638.400,21877769.500,186416368.100,0.0,0.0,609051.100,878333.300
56.011,11.569,29.748,0.325,0.0,2.346,37052518.400,17920.0,21915412.400,186829476.0,0.0,0.0,614851.500,878997.400
56.080,11.434,29.853,0.291,0.0,2.341,33930035.200,6144.0,21878606.400,186650338.100,0.0,0.0,609236.700,879135.200
56.007,11.587,29.793,0.273,0.0,2.339,31329075.200,4096.0,21945215.600,186794972.700,0.0,0.0,610573.900,881523.800
55.769,11.607,29.990,0.252,0.0,2.383,29188505.600,4915.200,21899624.200,186522332.600,0.0,0.0,607494.800,876474.900
55.809,11.589,29.975,0.236,0.0,2.391,27347763.200,1638.400,21954068.100,187192558.600,0.0,0.0,612500.800,878019.600
55.823,11.350,30.206,0.219,0.0,2.402,25051545.600,1638.400,21892937.0,186424527.0,0.0,0.0,609232.500,880325.300
